Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude,Effective Rating,Radius of Influence
Rangadore Memorial Hospital,BANGALORE,KARNATAKA,3.6,967.0,"XH3C+CC Bengaluru, Karnataka",12.951842726205196,77.564985056222,2.3779791867638043,0.23779791867638045
Regal Hospital,Bangalore,KARNATAKA,4.4,1614.0,"3JMM+8X Bengaluru, Karnataka",13.10484677113222,77.63496995510036,3.144260389412049,0.3144260389412049
Republic Hospital,Bangalore,KARNATAKA,3.3,46.0,"XH7X+J7 Bengaluru, Karnataka",13.074050496619368,77.52227221380977,1.1873582317002,0.11873582317002002
S. K. Hospital,Bangalore,KARNATAKA,3.3,100.0,"XG49+W9 Bengaluru, Karnataka",13.141557588761042,77.41768807427127,1.4368832828936329,0.1436883282893633
S.G. Hospital,Bangalore,KARNATAKA,3.9,32.0,"WGHW+28 Bengaluru, Karnataka",12.883129897672884,77.5653589576294,1.2793721746572415,0.12793721746572415
Sagar Chandramma Hospital,BANGALORE,KARNATAKA,3.7,312.0,"WHXF+FV Bengaluru, Karnataka",12.972940424685394,77.46493653265198,2.033022069121961,0.2033022069121961
Sagar Hospital ( Banagalore ),BANGALORE,KARNATAKA,4.4,3492.0,"WH57+6X Bengaluru, Karnataka",12.885146677899453,77.56281074131496,3.479767020854206,0.34797670208542064
Sahana Hospital,Bangalore,KARNATAKA,5.0,1.0,"2G8V+HC Bengaluru, Karnataka",13.422217410103922,76.96587446743592,0.2740561845970949,0.027405618459709492
Sanjeevini Hospital(Bangalore),BANGALORE,KARNATAKA,4.5,2018.0,"2G6V+MH Bengaluru, Karnataka",13.020456784155908,77.53965773480333,3.316587754215203,0.33165877542152034
Sarojini Hospital,BANGALORE,KARNATAKA,4.0,83.0,"2GR3+CV Bengaluru, Karnataka",13.025107431290017,77.53416028172161,1.683340077471008,0.1683340077471008
"Sathya Sai Orthopaedic And 
Multispeciality Hospital",BANGALORE,KARNATAKA,4.7,4761.0,"2PC7+J4 Bengaluru, Karnataka",13.030288586498639,77.72833149739044,3.865668951470888,0.38656689514708886
Sevakshetra Hospital,Bangalore,KARNATAKA,3.3,354.0,"WHCC+JV Bengaluru, Karnataka",12.935584113645632,77.55628141124491,1.8469008176324255,0.18469008176324256
Seventh-Day Adventist Hospital,Bangalore,KARNATAKA,3.8,514.0,"XJW6+6G Bengaluru, Karnataka",13.003067364301188,77.59067916510429,2.2768607523616584,0.22768607523616585
Shanthi Hospital And Research Centre,BANGALORE,KARNATAKA,4.2,348.0,"WHCG+3V Bengaluru, Karnataka",12.909734456403985,77.53986321965647,2.36221012379732,0.23622101237973203
Shekhar Hospital,BANGALORE,KARNATAKA,4.4,413.0,"WHW8+8X Bengaluru, Karnataka",12.983282855572245,77.51674280400029,2.552240206909286,0.2552240206909286
Shirdi Sai Hospital Pvt Ltd,BANGALORE,KARNATAKA,3.2,212.0,"2HP7+WX Bengaluru, Karnataka",13.06352103983728,77.61390968927057,1.6272819598391572,0.16272819598391575
Shiva Shakti Multispeciality Hospital,BANGALORE,KARNATAKA,3.3,78.0,"WFRV+97 Bengaluru, Karnataka",12.810315909596941,77.52103639359397,1.3567477866659068,0.1356747786665907
Shreya Hospital(Bang),BANGALORE,KARNATAKA,4.1,726.0,"WFCM+H7 Bengaluru, Karnataka",12.947125666243721,77.47140945742623,2.601740560966067,0.2601740560966067
Shushrusha Hospital,BANGALORE,KARNATAKA,4.0,622.0,"3HXX+V6 Bengaluru, Karnataka",13.100134551511374,77.59597775017167,2.475573729158214,0.24755737291582142
Sita Bhateja Speciality Hospital,Bangalore,KARNATAKA,5.0,1.0,"XHMV+9V Bengaluru, Karnataka",13.050231299551069,77.45975267150979,0.2740561845970949,0.027405618459709492
South City Hospital,BANGALORE,KARNATAKA,4.2,161.0,"WHXJ+V3 Bengaluru, Karnataka",12.92275464173397,77.64429634943592,2.04359380552154,0.20435938055215402
Sparsh Hospital (Bangalore),BANGALORE,KARNATAKA,4.1,228.5,,12.943647221411517,77.58509198939475,2.134461682575174,0.21344616825751742
Sparsh Hospital For Advanced Surgeries,BANGALORE,KARNATAKA,4.7,675.0,"XHMV+8W Bengaluru, Karnataka",12.966301949794811,77.57453360705397,2.9587197052943472,0.29587197052943476
"Sparsh Super Speciality Hospital 
Yeshwanthpur",BANGALORE,KARNATAKA,4.7,11513.0,"2GHV+35 Bengaluru, Karnataka",13.028805691447165,77.54797923945392,4.275836721502822,0.4275836721502822
Sri Lakshmi Hospital,BANGALORE,KARNATAKA,4.5,570.0,,12.920507290783881,77.67865138948342,2.7548169612553477,0.2754816961255348
Sree Venkateshwara Speciality Hospital,Bangalore,KARNATAKA,5.0,1.0,"WMW6+M5 Bengaluru, Karnataka",13.416770025390225,77.7788969029762,0.2740561845970949,0.027405618459709492
"Sree Vijayalakshmi Hospital And Trauma 
Care Centre",Bangalore,KARNATAKA,3.8,92.0,"2JPR+X9 Bengaluru, Karnataka",13.01308195749894,77.59458685089746,1.6339780223851317,0.1633978022385132
Sreenivasa Hospital,Bangalore,KARNATAKA,3.6,146.0,"XHFF+72 Bengaluru, Karnataka",12.976096745656815,77.41021226213999,1.7072892137082931,0.17072892137082932
Sri Maruthi Hospital,BANGALORE,KARNATAKA,3.9,79.0,"XHVF+3M Bengaluru, Karnataka",13.119888437135334,77.62572267770796,1.6207353595081877,0.16207353595081878
Sri Raghavendra Hospital,Bangalore,KARNATAKA,5.0,3.0,,12.709497815101635,77.75256476530511,0.6166264153434635,0.061662641534346356
Sri Sai Krupa Hospital,Bangalore,KARNATAKA,4.5,98.0,"3H5J+MP Bengaluru, Karnataka",13.13933178102825,77.49829437318878,1.9754041581873008,0.19754041581873008
Sri Sai Ram Hospital,BANGALORE,KARNATAKA,4.1,419.0,"VHV9+P8 Bengaluru, Karnataka",12.821968578881162,77.56614800989304,2.379383654019988,0.23793836540199884
"Sri Shankara Cancer Hospital And 
Research Centre",BANGALORE,KARNATAKA,4.1,1019.0,"XH3C+JF Bengaluru, Karnataka",12.959756223256004,77.58747789590501,2.738975683531637,0.2738975683531637
Sri Srinivasa Hospital (Anekal),Bangalore,KARNATAKA,4.4,23.0,"PM5X+Q8 Anekal, Karnataka",12.612641662778003,77.4552808795245,1.313677016265961,0.1313677016265961
Sri Venkateshwara Hospital (Bangalore),Bangalore,KARNATAKA,2.7,71.0,"WJR3+X2 Bengaluru, Karnataka",13.248930561329846,77.45155216292432,1.0728475748239426,0.10728475748239426
Srinivasa Hospital (Hoskote Twon),Bangalore,KARNATAKA,3.0,122.0,"3QFP+J6 Hoskote, Karnataka",12.880629332639764,77.66537627600358,1.3584652314831709,0.1358465231483171
St. Philomena'S Hospital,Bangalore,KARNATAKA,3.7,837.0,"XJ86+4C Bengaluru, Karnataka",12.971214317496681,77.59922742026103,2.3931945223877507,0.23931945223877507
Suguna Hospital,BANGALORE,KARNATAKA,4.7,8150.0,"XHQ6+72 Bengaluru, Karnataka",13.062203320876897,77.53635255121053,4.115363212634311,0.41153632126343115
Sun Orthopaedic Hospital,BANGALORE,KARNATAKA,4.9,1848.0,"2HM3+8X Bengaluru, Karnataka",13.045104304094576,77.5152201319507,3.5748844213047293,0.3574884421304729
"Svastha Hospital ( A Unit Of Jmp Health 
Care Llp)",BANGALORE,KARNATAKA,3.6,1660.0,,12.873869359670962,77.60526059141601,2.570113347987252,0.25701133479872523
T.R.Hospital,Bangalore,KARNATAKA,2.7,110.0,"VHJM+7P Bengaluru, Karnataka",12.755360033566973,77.47257977075759,1.188370843856792,0.11883708438567919
The Life Plus Hospital,BANGALORE,KARNATAKA,4.6,1762.0,"XJGW+8R Bengaluru, Karnataka",12.9802416700614,77.64029242487854,3.330163381772248,0.3330163381772248
Trinity Hospital And Heart Foudation,BANGALORE,KARNATAKA,4.0,351.0,"WHVH+CP Bengaluru, Karnataka",12.953532638884322,77.63580384676152,2.249845507114491,0.2249845507114491
Udhbhava Hospital,Bangalore,KARNATAKA,2.8,220.0,"WGGX+7C Bengaluru, Karnataka",12.927924676297696,77.58662527443889,1.4255119568592622,0.14255119568592622
V Care Hospital,Bangalore,KARNATAKA,2.9,627.0,"2H8W+9W Bengaluru, Karnataka",12.919006885489694,77.5371703700785,1.7782409711464449,0.1778240971146445
V P Magnus Hospital-Bangalore,Bangalore,KARNATAKA,3.6,148.0,"3CR5+5F Nelamangala Town, Karnataka",13.071043822828845,77.3747108848718,1.7120979564639098,0.171209795646391
Vagus Superspeciality Hospital,BANGALORE,KARNATAKA,4.1,228.5,,12.956546537188405,77.58081588551823,2.134461682575174,0.21344616825751742
Varalakshmi Hospital,Bangalore,KARNATAKA,4.2,285.0,"WJF8+RR Bengaluru, Karnataka",12.997437451015273,77.66688334504428,2.2795623194794423,0.22795623194794423
Vasavi Hospital,BANGALORE,KARNATAKA,4.7,6622.0,"WH36+75 Bengaluru, Karnataka",12.903138201193197,77.56794528063563,4.018921924705011,0.4018921924705011
Vijayanagar Hospital,BANGALORE,KARNATAKA,4.5,2027.0,"XGCP+MV Bengaluru, Karnataka",12.963674179947247,77.53821432816517,3.3185661204228567,0.33185661204228567
Vijayashree Hospitals (Jigani),Bangalore,KARNATAKA,4.4,1044.0,"QJHV+HP Jigani, Karnataka",12.777715189766884,77.64017133979617,2.954932964667152,0.2954932964667152
Vikram Hospital Bengaluru Pvt Ltd,BANGALORE,KARNATAKA,3.5,25.0,,12.941465916131257,77.53915147239711,1.0586474570478193,0.10586474570478194
Vinayaka Hospital (Bangalore),BANGALORE,KARNATAKA,4.1,664.0,"WGQX+2Q Bengaluru, Karnataka",12.975900193825218,77.53090095158656,2.5656155574757635,0.2565615557475764
Vivekananda Hospital(Bannerghatta),Bangalore,KARNATAKA,3.1,96.0,"WJ22+2G Bengaluru, Karnataka",12.920440553982946,77.65964177076147,1.3332648263081852,0.13332648263081853
Yashomati Hospitals Pvt Ltd,BANGALORE,KARNATAKA,4.1,228.5,,13.024353217922208,77.57098777997983,2.134461682575174,0.21344616825751742
"Zion Hospitals And Research Centre Pvt 
Ltd",Bangalore,KARNATAKA,3.7,697.0,"2J7P+X6 Bengaluru, Karnataka",12.982363962258379,77.62236263181538,2.3263401695559907,0.23263401695559907
"Apollo Specialty Hospital(Apollo Hospitals 
Enterprises Ltd) Jayanagar",BANGALORE,KARNATAKA,4.7,10360.0,"WHPM+JP Bengaluru, Karnataka",12.93435516249776,77.57503643711597,4.226817554855364,0.42268175548553644
"Apollo Hospital (A Unit Of Apollo Hospital 
Enterprises Ltd.)",BANGALORE,KARNATAKA,4.7,19353.0,"VHWX+G7 Bengaluru, Karnataka",12.889743218915644,77.60052611897048,4.517104855256798,0.4517104855256798
Sri Ram Hospital,BANGALORE,KARNATAKA,4.7,1894.0,"2M5V+FH Bengaluru, Karnataka",12.999995441471544,77.66582646199944,3.437590592433849,0.3437590592433849
Gangothri Hospital,BANGALORE,KARNATAKA,2.1,230.0,"WJ87+HG Bengaluru, Karnataka",12.967047828749447,77.23994206142572,1.0611916558205268,0.10611916558205269
Marvel Multispecialty Hospital,BANGALORE,KARNATAKA,4.2,1035.0,"WJGP+59 Bengaluru, Karnataka",12.972605069351168,77.65521367564268,2.81391262807286,0.28139126280728605
Sreenagar Hospital,BANGALORE,KARNATAKA,3.4,53.0,"WHV4+P4 Bengaluru, Karnataka",12.883926822112048,77.82422153641713,1.2720740887348885,0.12720740887348886
HK Hospital,BANGALORE,KARNATAKA,4.0,147.0,"WF5H+C9 Bengaluru, Karnataka",12.85544369341919,77.46414071594282,1.907281236265681,0.1907281236265681
Manjunath Hospital,BANGALORE,KARNATAKA,3.9,198.0,"WHXV+8H Bengaluru, Karnataka",12.953628434150403,77.59647759611677,1.972028555389496,0.19720285553894962
Manjushree Hospital,BANGALORE,KARNATAKA,4.4,129.0,"XJM6+2X Bengaluru, Karnataka",12.961860987698142,77.59589224388979,2.0484616164943525,0.20484616164943525
Radhakrishna Multispeciality Hospital,BANGALORE,KARNATAKA,4.0,548.0,"WGRW+96 Bengaluru, Karnataka",12.975224728980134,77.50174134561743,2.4255787517849647,0.24255787517849647
Life Care Hospital,BANGALORE,KARNATAKA,4.4,2044.0,"WJ97+P5 Bengaluru, Karnataka",12.920186818961458,77.61469759843405,3.2469282342977035,0.32469282342977035
Vijayshree Hospital,BANGALORE,KARNATAKA,3.2,355.0,"VH5Q+4P Bengaluru, Karnataka",12.790313224436531,77.63896898077061,1.789747686452883,0.1789747686452883
Vimalalaya Hospital,BANGALORE,KARNATAKA,3.3,566.0,"RMMJ+X4 Bengaluru, Karnataka",12.884621102833076,77.6644990360843,1.9996356210531003,0.19996356210531005
Ayurvaid Hospitals,BANGALORE,KARNATAKA,4.6,759.0,"WJ8P+HG Bengaluru, Karnataka",12.877186717253927,77.65580611402108,2.94756578628966,0.29475657862896604
Sri Lakshmi Multispecialty Hospital,BANGALORE,KARNATAKA,4.5,570.0,,12.900428179299567,77.62984058637569,2.7548169612553477,0.2754816961255348
Mamatha Hospital,BANGALORE,KARNATAKA,3.0,85.0,"WHCR+5W Bengaluru, Karnataka",12.758706370965854,77.45562903451611,1.2523541537640583,0.12523541537640584
Blossom Multispecialty Hospital,BANGALORE,KARNATAKA,3.4,8.0,"VMC5+5Q Bengaluru, Karnataka",13.235218332599143,77.41380074326744,0.669912872501814,0.0669912872501814
Rajshekar Hospital,BANGALORE,KARNATAKA,4.2,951.0,"WH6H+CV Bengaluru, Karnataka",12.920751480128551,77.56989427380074,2.778808757521249,0.2778808757521249
People Tree Hospitals (Raghavendra),BANGALORE,KARNATAKA,4.6,2239.0,"2GR8+X6 Bengaluru, Karnataka",13.04478759753653,77.47741173652571,3.439042120914687,0.3439042120914687
Specialist Hospital,BANGALORE,KARNATAKA,4.4,6565.0,"2J8V+Q7 Bengaluru, Karnataka",13.036191223768022,77.64216581547967,3.7542624950140815,0.3754262495014082
Krishna Hospital,BANGALORE,KARNATAKA,3.3,94.0,"VHJX+95 Bengaluru, Karnataka",12.92542064542626,77.45577774534075,1.4169063419834556,0.14169063419834557
Neighbourhood Hospital Pvt Ltd,BANGALORE,KARNATAKA,3.6,490.0,"VHQJ+QR Bengaluru, Karnataka",12.900667920129585,77.56979399913598,2.136438228091449,0.2136438228091449
Ramaiah Leena Hospital,BANGALORE,KARNATAKA,3.9,183.0,"6PV7+37 Devanahalli, Southegowdanahalli, Karnataka",13.198855872233576,77.72058426351543,1.9418176710011463,0.19418176710011464
SSNMC Super Specialty Hospital,BANGALORE,KARNATAKA,4.1,228.5,,13.001005732013638,77.60764767412508,2.134461682575174,0.21344616825751742
Tathagat Heart Care Centre And Hospital,BANGALORE,KARNATAKA,4.2,33.0,"XHPJ+44 Bengaluru, Karnataka",13.154559991346751,77.41378315385805,1.3954491421809183,0.13954491421809184
Shettys Hospital,BANGALORE,KARNATAKA,3.8,95.0,"VJXC+8H Bengaluru, Karnataka",12.91881159430849,77.77565935839918,1.645903167580182,0.16459031675801822
Family Hospital,BANGALORE,KARNATAKA,3.2,67.0,"2HJ5+W9 Bengaluru, Karnataka",12.881854523215413,77.77207818683017,1.2661314259704537,0.12661314259704537
Astra Super Speciality Hospital,BANGALORE,KARNATAKA,4.8,8332.0,"VHR7+88 Bengaluru, Karnataka",12.895493567737756,77.56243173814318,4.214859236554027,0.4214859236554027
NDR Hospital,BANGALORE,KARNATAKA,3.7,258.0,"3HWH+8P Bengaluru, Karnataka",13.11100438177747,77.58833708487532,1.963762653922742,0.1963762653922742
Shreya Hospital,BANGALORE,KARNATAKA,4.1,726.0,"WFCM+H7 Bengaluru, Karnataka",12.935005667441839,77.43563474817077,2.601740560966067,0.2601740560966067
Bhagwan Mahaveer Jain Hospital,BANGALORE,KARNATAKA,4.5,6220.0,"XHRW+J2 Bengaluru, Karnataka",12.986219501625644,77.59861385970997,3.8171359720626383,0.38171359720626385
Rajmahal Vilas Hospital,BANGALORE,KARNATAKA,3.7,350.0,"2HJG+WQ Bengaluru, Karnataka",13.051090307517665,77.60153039291568,2.0749280675536075,0.20749280675536075
Divakars Speciality Hospital,BANGALORE,KARNATAKA,4.6,813.0,"WH6R+2X Bengaluru, Karnataka",12.941987867271216,77.53242409130989,2.978776341161298,0.29787763411612983
AV Multispeciality Hospital,BANGALORE,KARNATAKA,3.9,580.0,"WGMR+3C Bengaluru, Karnataka",12.904250096191422,77.52252700154986,2.3850656167616813,0.23850656167616813
R K Hospital,BANGALORE,KARNATAKA,4.0,766.0,"WHPM+H8 Bengaluru, Karnataka",12.923373918670265,77.57233800891568,2.5577890537907493,0.25577890537907494
Hamilton Bailey Hospital,BANGALORE,KARNATAKA,4.0,161.0,"WJ2X+8F Bengaluru, Karnataka",12.904383919841855,77.54194691668599,1.9430172411562625,0.19430172411562627
Abhayahasta Multispeciality Hospital,BANGALORE,KARNATAKA,3.6,1150.0,"XMPC+5X Bengaluru, Karnataka",12.975663978723137,77.64127365033967,2.439594688653488,0.2439594688653488
"Bangalore Surgical And Orthopaedic 
Hospital",BANGALORE,KARNATAKA,4.2,275.0,"2JCQ+MC Bengaluru, Karnataka",12.968144904279871,77.57236018446247,2.2647867929544256,0.22647867929544258
Comfort Multispeciality Hospital,BANGALORE,KARNATAKA,3.5,642.0,"XMJH+MX Bengaluru, Karnataka",12.94829490759458,77.70129519735754,2.168494379539545,0.2168494379539545
Janapriya Hospital,BANGALORE,KARNATAKA,3.3,257.0,"2J5V+JC Bengaluru, Karnataka",12.998025485617472,77.57741813642723,1.7427952136890077,0.1742795213689008
"Kanva Multispeciality Hospital (Kanva Sri 
Sai Hospital)",BANGALORE,KARNATAKA,4.6,1263.0,"2G9Q+2P Bengaluru, Karnataka",13.047179668627653,77.50515930059213,3.178873018436705,0.31788730184367053
Motherhood Hospital,BANGALORE,KARNATAKA,4.9,112.0,"3J7X+J5 Bengaluru, Karnataka",13.148112675681613,77.66358509864897,2.2211484291191046,0.22211484291191047
Best Hospital,BANGALORE,KARNATAKA,4.6,4792.0,"XHQV+7P Bengaluru, Karnataka",12.950477177996902,77.596309979732,3.78491328682793,0.378491328682793
Aster RV Hospital,BANGALORE,KARNATAKA,4.8,13479.0,"WH6P+83 Bengaluru, Karnataka",12.9295593437005,77.5798308316968,4.443064487793136,0.44430644877931363
Aaxis Hospital,BANGALORE,KARNATAKA,3.7,945.0,"2Q44+CP Bengaluru, Karnataka",13.009618620702685,77.7490141894578,2.437529466751254,0.24375294667512543
Pavan Hospital,BANGALORE,KARNATAKA,4.2,200.0,"3HXW+6F Bengaluru, Karnataka",13.11703099583298,77.55524170101673,2.1331448902223564,0.21331448902223565
Motherhood Hospital,BANGALORE,KARNATAKA,4.9,112.0,"3J7X+J5 Bengaluru, Karnataka",13.070366497109596,77.63499534436495,2.2211484291191046,0.22211484291191047
HBS Hospital,BANGALORE,KARNATAKA,3.5,361.0,"XJQ3+PF Bengaluru, Karnataka",12.989062154817052,77.61144745209475,1.969741870643393,0.1969741870643393
Athreya Hospital,BANGALORE,KARNATAKA,3.9,1114.0,"QPV4+RP Bengaluru, Karnataka",12.790553834788348,77.74478548626313,2.636353981000635,0.26363539810006353
Pinnacle Hospital,BANGALORE,KARNATAKA,3.0,1.0,"WHFC+86 Bengaluru, Karnataka",12.879732951019243,77.80008514507756,0.1370280922985474,0.013702809229854741
Prakriya Hospital,BANGALORE,KARNATAKA,4.4,3513.0,"2GW4+CJ Bengaluru, Karnataka",13.062479287325022,77.49269692638154,3.482373926451257,0.3482373926451257
Chiraayu Hospital,BANGALORE,KARNATAKA,4.6,237.0,"2H5V+PX Bengaluru, Karnataka",13.039523668381555,77.59489178537974,2.419653133297504,0.2419653133297504
Atreum Hospital,BANGALORE,KARNATAKA,4.7,2154.0,"WGJ8+X8 Bengaluru, Karnataka",12.951044699104102,77.49789256539788,3.497321350144858,0.3497321350144858
Leelavatti Multispeciality Hospital,BANGALORE,KARNATAKA,4.0,185.0,"XH59+R4 Bengaluru, Karnataka",12.875720696183368,77.55361755044058,1.997639052694564,0.19976390526945642
Mtb Orthopaedic And Trauma Hospital,BANGALORE,KARNATAKA,4.2,152.0,,12.901991208845175,77.64332480749766,2.019864577275901,0.2019864577275901
Digvijaya Hospital,BANGALORE,KARNATAKA,3.6,96.0,"WHHG+VH Bengaluru, Karnataka",12.930100576496834,77.5712739644582,1.5593581928335816,0.15593581928335817
Somayaji Hospital,BANTWAL,KARNATAKA,3.2,69.0,"V2JJ+XQ Mangaluru, Karnataka",12.8824375,75.0293679,1.2753002882024933,0.12753002882024933
Arogya Chidren'S Hospital,Belgaum,KARNATAKA,3.2,71.0,"VG55+MJ Belagavi, Karnataka",15.807735607473784,74.4835070168695,1.2842108379671306,0.12842108379671308
Arogya Women'S Hospital,Belgaum,KARNATAKA,4.9,86.0,"RGV5+J5 Belagavi, Karnataka",15.83004341479483,74.45806784156946,2.0945033811082663,0.20945033811082664
"Kles Dr.Prabhakar Kore Hospital And 
Medical Research Centre.",Belgaum,KARNATAKA,3.7,1056.0,"VGQ9+7V Belagavi, Karnataka",15.899900760552939,74.52043658829152,2.478105825715323,0.24781058257153232
Vijaya Hospital(Belgum),Belgaum,KARNATAKA,3.3,36.0,"VGF7+MP Belagavi, Karnataka",15.881096481925113,74.50990080427631,1.1093243572578573,0.11093243572578573
Dakshata Hospital,BELGUAM,KARNATAKA,2.4,7.0,"RGM3+MP Belagavi, Karnataka",15.964695927151347,74.66785224993042,0.424787086125497,0.0424787086125497
Yash Hospital Critical Care Centre,BELGUAM,KARNATAKA,3.4,65.0,"VG29+X8 Belagavi, Karnataka",15.838880369756364,74.44394026267648,1.3395140058203472,0.13395140058203472
"BHS Lakeview Heart & Super Speciality 
Hospital",BELGUAM,KARNATAKA,3.3,75.0,"RGR5+XV Belagavi, Karnataka",15.891205553221472,74.53343902417686,1.344119574028916,0.1344119574028916
Venugram Hospital,BELGUAM,KARNATAKA,4.2,414.0,"RFGW+8X Belagavi, Karnataka",15.817625473238792,74.46590410051631,2.4341165785455603,0.24341165785455604
"Belgaum College Road Multispeciality 
Hospital",BELGUAM,KARNATAKA,4.6,178.0,"VG65+V2 Belagavi, Karnataka",15.859749763611457,74.47147293850554,2.290119851716998,0.22901198517169982
Jindal Sanjeevani Hospital,BELLARY,KARNATAKA,3.6,270.0,"5MW5+GH Shankar Hill Town, Karnataka",15.1963125,76.6563679,1.924952590507386,0.1924952590507386
Sree Thirumala Hospital,Bellary,KARNATAKA,3.0,6.0,"5W5Q+G5 Ballari, Karnataka",15.165595699377093,76.90985433199886,0.5085156879124626,0.05085156879124626
SR Multispeciality Hospital Subba Rao,BELLARY,KARNATAKA,4.3,218.0,"4WW3+JM Ballari, Karnataka",15.157700796786237,76.92753919306739,2.222019067280577,0.22220190672805773
Prayavi Hospital,Bidar,KARNATAKA,3.1,46.0,,18.026144489417412,77.53332959828977,1.1112447603153837,0.11112447603153837
Sai Preet Bhalke Vydehi Hospital,BIDAR,KARNATAKA,3.8,189.0,"WG95+F6 Bidar, Karnataka",17.888160094021423,77.47798735655226,1.9023234125223216,0.19023234125223218
"Shree Hospital Trauma Neuro And 
Critical Care",BIDAR,KARNATAKA,3.8,129.0,"WG96+P4 Bidar, Karnataka",17.895762934257082,77.47536947326455,1.759783117042949,0.1759783117042949
R.K.Choudhary Hospital,Bijapur,KARNATAKA,3.8,124.0,"RPJH+4P Vijayapura, Karnataka",16.819660319566342,75.69712815970877,1.7450514044425776,0.17450514044425777
"Shri Ganpatlal Agarwal Memorial Ayush 
Multispeciality Hospital And Research",Bijapur,KARNATAKA,3.9,193.0,"RP5G+9G Vijayapura, Karnataka",16.816205281349582,75.72203292774856,1.9622189927309877,0.19622189927309877
"Yashodhara Super Specialty Hospital Pvt 
Ltd",BIJAPUR,KARNATAKA,3.5,35.0,"VPGC+42 Vijayapura, Karnataka",16.83864478177399,75.60299989795568,1.1712296343305857,0.11712296343305857
Akki Hospital,BIJAPUR,KARNATAKA,3.4,36.0,,12.80754281466761,77.37452482313164,1.1450164300883765,0.11450164300883765
Srushti Hospital,BINAGA,KARNATAKA,3.6,300.0,"VJXC+67 Bengaluru, Karnataka",12.952795950731904,77.58217820049379,1.9623129084834232,0.19623129084834234
JSS Hospital,CHAMRAJNAGAR,KARNATAKA,3.1,95.0,,13.308232046903097,75.72224842119125,1.3300894703142296,0.13300894703142296
Annapurna Hospital,CHICKMANGALORE,KARNATAKA,4.8,298.0,"8Q6C+M2 Chikkamagaluru, Karnataka",13.322904315779049,75.76248674705275,2.6360921789917517,0.2636092178991752
Jeevan Hospital,CHICKMANGALORE,KARNATAKA,3.8,10.0,"H247+Q2 Kadur, Karnataka",13.5569375,76.0099929,0.8321606526151017,0.08321606526151018
Holy Cross Hospital,CHIKMAGALAUR,KARNATAKA,3.5,113.0,"8RQ3+99 Chikkamagaluru, Karnataka",13.35583379963619,75.78446281626849,1.570007250022608,0.1570007250022608
KRS Multispeciality Hospital Pvt Ltd,CHIKMAGALAUR,KARNATAKA,4.2,159.0,"8QJF+GW Chikkamagaluru, Karnataka",13.372062405607583,75.78025426263785,2.0384366153087883,0.20384366153087885
Ashraya Hospital (Naidu Street),Chikmaglur,KARNATAKA,4.5,2044.0,"8Q8F+85 Chikkamagaluru, Karnataka",13.337359140859899,75.77503150615682,3.322279195216953,0.3322279195216953
P. V. S. Hospital,Chitradurga,KARNATAKA,3.7,3.0,,14.212330554835809,76.38672402964353,0.4384898953553518,0.043848989535535184
Patanjali Hospital.,Chitradurga,KARNATAKA,4.4,77.0,"6CF2+F5 Chitradurga, Karnataka",14.229574625972315,76.39483036187912,1.826294639686179,0.1826294639686179
Deccan Hospital,CHITRADURGA,KARNATAKA,4.5,11.0,,14.470031145980553,75.91042526104344,1.0367772418309391,0.10367772418309391
City Central Hospital Pvt Ltd,Davangere,KARNATAKA,3.2,235.0,"FW69+3G Davanagere, Karnataka",14.470570030807625,75.9097332913068,1.6597156167698592,0.16597156167698593
Soukhyada Hospital,DAVANGERE,KARNATAKA,4.8,2338.0,"FW59+CF Davanagere, Karnataka",14.457043607824271,75.91450496940834,3.6120636305495233,0.36120636305495235
Srushti Speciality Hospital,DAVANGERE,KARNATAKA,4.4,67.0,"CWQF+43 Davanagere, Karnataka",14.442734769079536,75.92043887089106,1.7666234780153514,0.17666234780153514
Sanjeevini Hospital,DAVANGERE,KARNATAKA,3.6,22.0,,15.426953574623486,74.901842749446,1.047225071269727,0.10472250712697272
Shreeya Hospital (Dharwad),Dharwad,KARNATAKA,3.4,158.0,"F254+VR Dharwad, Karnataka",15.450476184839076,75.04064130034695,1.6350056348115307,0.16350056348115308
Shri Krishna Children Hospital,Dharwad,KARNATAKA,3.1,9.0,"FX2V+89 Dharwad, Karnataka",15.311929997220428,74.94823925611263,0.6370420317235396,0.06370420317235397
"Sri Dharmasthala Manjunatheshwara 
College Of Medical Sciences And Hospital",Dharwad,KARNATAKA,4.1,3019.0,"C392+92 Sattur Colony, Dharwad, Karnataka",15.417304991666274,75.03993740466142,3.1788711807979277,0.3178871180797928
Spandana Hospital,DHARWAD,KARNATAKA,3.4,77.0,"F222+6W Dharwad, Karnataka",15.500472836290498,75.05123694659294,1.395656301996303,0.1395656301996303
Sukh Shanti Super Speciality Hospital S4,GOKAK,KARNATAKA,4.1,38.0,"5R7V+XX Gokak, Karnataka",16.1649375,74.8423679,1.4161955491671936,0.14161955491671938
Sri Sai Krupa Hospital(Gulbarga),Gulbarga,KARNATAKA,3.5,4.0,,17.313327861185165,76.73168222375446,0.4882823641201542,0.04882823641201542
Vaatsalya Life Hospital,GULBARGA,KARNATAKA,3.3,70.0,"8RGJ+7H Kalaburagi, Karnataka",17.33189930494152,76.720015466826,1.3219213450926792,0.13219213450926792
