Hospital Name,Address,CITY,STATE,PPN / NON PPN
Bhavya Multispeciality Hospital,"Plot No-65, Road No-5, New Samathapuri Colony 
HyderabadHyderabad",HYDERABAD,TELANGANA,NON PPN
Gurunanak Care Hospitals,"1-4-908/7/1, Bakaram, Musheerabad Main Road, 
HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
"Dr rajashekar Reddy Laparoscopy 
Hospital","Plot No -01, Chitra Layout, LB Nagar, HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Sreshta Sri Kamala Hospitals,"Kamala Complex, DilsukhnagarDilSukhnagar",HYDERABAD,TELANGANA,PPN
Krishna Hospital,"9-178/3, New Gayathri Nagar, Jillela Guda, 
HyderabadHyderabad",HYDERABAD,TELANGANA,NON PPN
Prasad Hospital,"Mig-204, Road No.1, Opp Grand Sitara Hotel, KPHB Colony , 
HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Shreyas Hospital,"D No, 286 & 289, Srinivasa Nagar, Colony, ECIL, 
HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Vanaja Hospital,"Plot No-7, Pragathi Nagar, Saibaba Temple Road, 
Sainathpuram, Dr AS Rao Nagar, ECIL, 
HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Asha Hospital,"19-66 -11 Prashanth Nagar Phase !! Hitension Road Kapra , 
HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Sigma Hospitals,"22-4/1, Apiic Colony Ida Jeedi Metla , HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
RK Hospitals,"Beside Manda Mallamma Garden, New Maruthi Nagar, 
Karmanghat, Hyderabad, Telangana 500029Karmanghat",HYDERABAD,TELANGANA,PPN
SM Hospital,"6-61/3, Pasha Mylaram Road, Opp. Cylinder Factor, Isnapur-
X-Road, Patan Cheru (MDL), Medak (D)Isnapur",HYDERABAD,TELANGANA,NON PPN
Sri Narmada Hospital,"1-1-770/A/1/1, New Bakaram, Gandhi Nagar, 
HyderabadGandhi Nagar",HYDERABAD,TELANGANA,PPN
ST Theresas Hospital,"7-1-645/A, BK. Guda, Santh Nagar, Erragadda. Opp.Rythu 
BazarHyderabad",HYDERABAD,TELANGANA,NON PPN
Disha Childrens Hospital,"3-11-142/ N,,R.T.C Colony, L.B.Nagar,Opp. Kamineni 
Hospital,Mansurabad VillegeLB NAGAR",HYDERABAD,TELANGANA,PPN
Preeti Urology & Kidney Hospital,"307, Road No.4, MIG 1, Kukatpally Housing Board Colony, 
Kukatpally, HyderabadKukatpally",HYDERABAD,TELANGANA,PPN
"Lotus Hospitals For Women & Children 
(Kukatpally)","15, JNTU - Hitech City Road, BHEL HIG Phase 2, Kukatpally 
Housing Board Colony, Kukatpally",HYDERABAD,TELANGANA,PPN
Lotus Hospitals For Women & Children,"DNo 6-2-29, Lakdikapul Road",HYDERABAD,TELANGANA,PPN
Shine Childrens Hospital,"3-3-245 & 247, L.B Nagar-Uppal Rd, Kamala Nagar, Suvidha 
Arcade, RTC Colony, LB Nagar, HyderabadLB Nagar",HYDERABAD,TELANGANA,PPN
"Vasavi Medical And Research 
Centre(Vasavi Hospital)","No 6-1-91, Beside Vasavi Seva Kendram,,Laki-Ko-Pool, 
Khairatabad,,KhairatabadKhairatabad",HYDERABAD,TELANGANA,PPN
Healthcare Hospital,"3-2-394, Near LB Nagar Circle Towards Ring Road, LB 
Nagar, Hyderabad LB Nagar",HYDERABAD,TELANGANA,PPN
Supraja Hospitals (Hyderabad),"PLOT NO. 79. NAGOLE,NEAR NAGOLE TRAFFIC 
SGNALHyderabad",HYDERABAD,TELANGANA,PPN
Sree Sreyas Hospital,"Plot no. 56, Sriram Nagar Colony, Nagarluna Sagar Road, 
Near Karmanghat X Road, HyderabadHyderabad",HYDERABAD,TELANGANA,NON PPN
Sri Ganesh Orthopaedic Hospital,"6-2-48, Kalkaji ColonyHanumakonda",HYDERABAD,TELANGANA,NON PPN
"Sai Krishna Super Speciality Neuro 
Hospital","3-4-1,STATION ROAD, KACHIGUDA,Hyderabad",HYDERABAD,TELANGANA,NON PPN
"Apollo Hospital Enterprises 
Ltd(Kanchanbagh-Drdo)","Dmrl 'X' Roads, Kanchanbagh",HYDERABAD,TELANGANA,NON PPN
"Medicover Hospitals (A Unit Of 
Sahrudaya Health Care Pvt Ltd)","5-9-22, Opp Secretariate Road,Sarovar 
Complax.,Mediciti@Hd1.Vsnl.Net.In,,HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Aakar Asha Hospital,"Opp Metro Pillar No. KPH28, Kukatpally Main Road, 
HyderabadHyderabad",HYDERABAD,TELANGANA,NON PPN
Jayakrishna Hospital,"H.No 1-8-8&9, Opp :- St Joseph's School, Gate No-3, 
Ravinadra Nagar, Habsiguda, HyderabadHyderabad",HYDERABAD,TELANGANA,NON PPN
Janapareddy Hospitals Pvt Ltd,"6A/7A, Pet Basheerabad, NH-7, Kompally, Hyderabad, 
Medical Dist, TelanganaHyderabad",HYDERABAD,TELANGANA,PPN
Manjeera Super Speciality Hospital,"Plot No :39 to 42, Tirumala Enclave, Pothi Reddy Pally, 
Sangareddy (Dist) TelanganaSangareddy",HYDERABAD,TELANGANA,NON PPN
Sumana Hospital,"Plot No.668, Sumana Hospital Lane, Road Number 2, 
Vivekananda Nagar, Kukatpally, Hyderabad, Telangana 
500072Kukatpally",HYDERABAD,TELANGANA,NON PPN
Raja Hospital,"D. No 8-3-318/A/28-31, Opp: State Home, Yellareddyguda, 
HyderabadYellareddyguda",HYDERABAD,TELANGANA,PPN
Cure Well Hospital,"15-1-48, Near, MGM Hospital, Srinivasa Colony, 
WarangalWarangal",HYDERABAD,TELANGANA,NON PPN
"Sri Sai Raghavendra Multi Speciality 
Hospital","Jasmine Towers, Pothireddypalli, Medak, NH-9, Mumbai 
Highway, Sangareddy, Sangareddy, Telangana 
502295Sangareddy",HYDERABAD,TELANGANA,NON PPN
Gleneagles Global Hospitals,"6-1-1070/1 To 4 Lakdi Ka Pul , HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Shalini Hospitals,"3-4-140, Barkatpura,Hyderabad,Opp. Water 
Tank,Hyderabad",HYDERABAD,TELANGANA,PPN
Prathima Hospitals,"3-4-3, Station Road, 
Kachiguda,Hyderabad,KachigudaHyderabad",HYDERABAD,TELANGANA,PPN
JJ Hospital,"Plot # 57, Kalyan Nagar, Phase- 1, Behind TB Hospital, 
HyderabadHyderabad",HYDERABAD,TELANGANA,NON PPN
Archana Hospital Pvt Ltd,"1-56/AH, National Highway 9,Beside Reliance Fresh, 
Madinaguda, Durga Estates, Miyapur,Hyderabad",HYDERABAD,TELANGANA,PPN
Continental Hospitals,"Plot No. 3, Road No. 2, IT & Financial District, 
Nanakramguda, Gachibowli, Hyderabad, Telangana 
500035Hyderabad",HYDERABAD,TELANGANA,PPN
Mahavir Hospital And Research Centre,"Plot No.10-1-1, Bhagwan Mahavir Marg, AC Guards, Masab 
Tank, Hyderabad, Telangana 500004Hyderabad",HYDERABAD,TELANGANA,PPN
Vijaya Hospital,"Plot. No. 128 New Gayatri Nagar , HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
SLMS Hospital,"# Plot No 21, Nagole X Roads, HyderabadHyderabad",HYDERABAD,TELANGANA,NON PPN
Sri Tirumala Hospital,"4-113/1/3, Opp Aout Hospital, Main Road, Kodad, 
NalgodaKoldad",HYDERABAD,TELANGANA,NON PPN
Aruna Hospital,"Mahesh nagar, Before water tank, Beside radhika Theatre, 
ECIL post Kapra, Hyderabad RR DistHyderabad",HYDERABAD,TELANGANA,NON PPN
Vasundhara Hospital,"H.No 12-4-120/2, Sri Hari Nagar, Opp. KP Bus Depot, 
Moosapet, Hyderabad, Telangana 500072Hyderabad",HYDERABAD,TELANGANA,NON PPN
Sri Siddeshwara Hospital,"Sagar Road, Malla Reddy Nagar, Saroor Nagar East, 
Champapet,Hyderabad",HYDERABAD,TELANGANA,PPN
Care Hospital (Namapally),"5-5-199, exhibithion, Grounds Road, Namapally",HYDERABAD,TELANGANA,PPN
"Prathima Hospitals A Unit Of Mamatha 
Medicare Private Ltd","Plot No. 27, Bhagyanagar Colony Extn., Opp. Sivaparvathi & 
Arjun Theatre, Kphb Main Road, Kukatpally - 
500072Kukatpally",HYDERABAD,TELANGANA,PPN
Rainbow Children Hospital,"Road No - 2, Banjara Hills, Near L V Prasad Eye Hospital, 
Next to Hotel Park Hyatt",HYDERABAD,TELANGANA,PPN
Sri Sai Srinivasa Specialty Hospital,"3-5-1082/A, Keshav Memorial Lane, Beside Deepak Theater, 
Narayanaguda, HyderabadJaiswal Lane,",HYDERABAD,TELANGANA,PPN
Saptagiri Hospital,"# 3-8, Chaitanyapuri X Road, Dilsukhnagar,",HYDERABAD,TELANGANA,NON PPN
Thumbay Hospital,"16-6-104 to 109, Old Kamal Theater Complex, Opp Niagara 
Hotel, Chaderghat, Hyderabad, Telangana 
500024Hyderabad",HYDERABAD,TELANGANA,PPN
Himabindu Hospitals,"# Near Sagar Ring Road, Opp Alekhya Towers, LB Nagar, 
HyderabadHyderabad",HYDERABAD,TELANGANA,PPN
Vijaya Krishna Multi Specialty Hospital,"Mahathma Gandhi Road, SuryapetSuryapet",HYDERABAD,TELANGANA,NON PPN
Sagar Hospital,"3-1-445, Prashanthnagar Colony, KarimnagarKarimnagar",HYDERABAD,TELANGANA,NON PPN
"Abhaya Bbc New Born And Children 
Hospital","Ist Floor,Vidyanagar,Hindi Mahavidlaya Complex,NIL",HYDERABAD,TELANGANA,PPN
"Adavally Damodar Reddy Memorial 
Hospital(ADRM)","H.No 02,9-2, Ramanthapur,HyderabadNIL",HYDERABAD,TELANGANA,PPN
"Aditya Hospital(Aditya Medmaxx Lifecare 
Pvt Ltd)","Opp. Bharath Petrol Pump,,Shantigar, Uppal,Shanti Nagar, 
Appal",HYDERABAD,TELANGANA,PPN
Amrita Ent Head And Neck Hospital,"HIG 450 , next to MORE super market, diagonally opposite 
to Manjeera Mall, JNTU-HITEC city road.KPHB phase 
VI.Kukatpally,NIL",HYDERABAD,TELANGANA,PPN
Apex Hospitals-Hyderabad,"Plot No. 50-51,,Medipally, Warangal Highway,,Uppal 
DepotHyderabad",HYDERABAD,TELANGANA,PPN
"Apollo Hospitals Enterprises 
Ltd(Kukatpally)","Bhagyanagar Colony,,Kukatpally",Hyderabad,TELANGANA,PPN
Apollo Spectra Hospital (Hyderabad),"D.No 2-34/2, G.V Classic, Plot No 1 & 6, Survey No 
02,Kothaguda 'X' Road, Kondapur,SerilingampallyNIL",HYDERABAD,TELANGANA,PPN
Apoorva Hospital Mehdipatnam,"Near St Anns Womens College, Near Park 46 / A Santosh 
Nagar Colony, Mehindipatnam,",HYDERABAD,TELANGANA,PPN
Aruna Hospital(L.B. Nagar),"Rd No.4 Chandrapuri Colony,Plot No.69 & 70 Opp Vijaya 
Lakshmi Theatre,L.B. NagarNIL",HYDERABAD,TELANGANA,PPN
Bibi Cancer Hospital,"16-3-991 / 1 / C,Goverment Printing Press Road,Malakpet",Hyderabad,TELANGANA,PPN
"Bristlecone Hospitals (A Unit Of Virinchi 
Ltd)","Plot No 5 & 9, Padmavathi Colony,,Beside Saibaba Temple, 
R. R. District,Hayath NagarNIL",HYDERABAD,TELANGANA,PPN
Care Hospitals,"Old Mumbai Highway,,Near Cyberabad Police Comissioner 
Office, Hitech City",HYDERABAD,TELANGANA,PPN
"Century Super Speciality Hospital Pvt. Ltd 8-2-703, Road No 12,Telangana,,Banjara HillsNIL",,HYDERABAD,TELANGANA,PPN
"Durgabai Deshmukh Hospital And 
Research Centre","Andhra Mahila Sabha,,Osmania University 
Road,VidyanagarNIL",HYDERABAD,TELANGANA,PPN
"Evya Hospitals And Diabetic Reserach 
Center","Mansoorabad Road,,Vanasthalipuram,,NIL",HYDERABAD,TELANGANA,PPN
Geeta Multi Speciality Hospital,"1-7-90, Chitanyapuri Cross Road,,Dilsukhnagar,,Hyderabad",Hyderabad,TELANGANA,NON PPN
Harsha Hospital Hyderabad,"1-76 / 1 / B/4, Ganga Enclave,,Medchal Road, 
Petbasheerabad,,Quthbullapur Mdi, Rr Dist.NIL",HYDERABAD,TELANGANA,PPN
Healix Hospital,"No-204, Mytrinagar,,Miyapur,,Hyderabad",Hyderabad,TELANGANA,PPN
Himagiri Hospitals Pvt Ltd,"Plot No.4,5,23 & 24, Stadium M,Ain Road, Ganchibowli, 
Hyderabad,Hydrabad",HYDERABAD,TELANGANA,PPN
"Icon Hospital ( A Unit Of Dandamudi 
Anish Health Care)","540/ 1 & 2, Hitech City Road,,Vi Phase,,Kphb Colony",Hyderabad,TELANGANA,PPN
"Basavatarakam Indo American Cancer 
Hospital & Research Institute","Road No-14- Banjara Hills, HyderabadNIL",HYDERABAD,TELANGANA,PPN
Jananii Hospital,"#3-12-58/2, Ganesh Nagar,Ramanthapur,(Opp. Road To Tv 
Studio)NIL",HYDERABAD,TELANGANA,PPN
Kims Hospitals Enterprises Pvt Ltd,"# 1-112/86,Survey No 55/Ee, Kondapur 
Village,,,Serilingampally MandalNIL",HYDERABAD,TELANGANA,PPN
Kosaraju Hospitals,"D.No.9-1-43/23,Langar House,NIL",HYDERABAD,TELANGANA,PPN
Krishnaveni Multi Speciality Hospital,"4-9-437/1/NR, RTC Colony Bus Stop, Hayathnagar,",HYDERABAD,TELANGANA,PPN
"Landmark Hospital(A Unit Of Capital 
Health Services India Pvt Ltd)","Plot No-1, 2, 3, Survey No-127,,Mck Block No-2, Hyder 
Nagar Main Road, Kukatpally, Balanagar, Opp. 
Vasantha,TelanganaNIL",HYDERABAD,TELANGANA,PPN
Maa Ent Hospital,"H.No.8-2-293/82/A/1266,Road No.36,,Jubilee Hills,,Beside 
Icici Bank ,NIL",HYDERABAD,TELANGANA,PPN
Magnas V Hospital,"# 18-79, Manikanta Crown Complex,,,Chaitanyapuri, 'X' 
Roads,NIL",HYDERABAD,TELANGANA,PPN
"Mahesh Hospital And Research 
Foundation","Jubilee Hills Road No- 36,St No 
13,Himayathnagar,,Himayathnagar",Hyderabad,TELANGANA,PPN
Manju Sudha Multi Speciality Hospital,"# 4-20/A, Vikas Nagar,,Dilsukhngar,NIL",HYDERABAD,TELANGANA,PPN
"Medicover Hospitals(A Unit Of Sahrudaya 
Health Centre Pvt Ltd)","Plot No.7,Survey No.64,Behind Cyber Towers, Patrika 
Nagar,Hitech City,Madhapur,HyderabadNIL",HYDERABAD,TELANGANA,PPN
Mcs Neuro Hospital,"Sr Enclave, Mig- 259 ,,Road No-4 , Kphb 
Colony,,TelanganaNIL",HYDERABAD,TELANGANA,PPN
Medisys Hospital,"Plot No 1 To 5,Chinthalakunta Check Post,L B NagarNIL",HYDERABAD,TELANGANA,PPN
Microcare Ent Hospital Research Inst.,"Mig-244 & 245,Road No-4,,Kphb Colony,Kukatpally,NIL",HYDERABAD,TELANGANA,PPN
Motherhood Hospital (Banjara Hills),"H No.8-2-686/1/A,Road 12,Banjara Hills",Hyderabad,TELANGANA,PPN
Mythri Hospital,"D.No - 22-99, Beside To Tirupathi Electronics,,Opposite To 
Gandamma Temple,,Bombay National Highway",HYDERABAD,TELANGANA,PPN
Mythri Hospital(Mehdipatanam),"H. No # 13-6-434/C/148,,Near Pvnr Airport Flyover Pillar 
No. 80,,MehdipatanamNIL",HYDERABAD,TELANGANA,PPN
"Neelima Hospital - Unit Of Neelima 
Hospitals Pvt Ltd","#7-2-1735,Opp. Voltas,Czech Colony, Sanath Nagar,",HYDERABAD,TELANGANA,PPN
Nightingale Hospital,17 -1-383/N.S/ 3&4 Nagarjuna Sagar RoadNIL,HYDERABAD,TELANGANA,PPN
"Nirmala Maternity Orthopaedic And 
General Hospital","2/3rt,,Opp Post Office,Vijaya Nagar Colony,Vijaya Nagar 
ColonyNIL",HYDERABAD,TELANGANA,PPN
Oakridge Hospitals,"1-120/3, Plot No:3,,Behind Karachi Bakery,,MadhapurNIL",HYDERABAD,TELANGANA,PPN
Olive Hospital,"12-2-718/3-5,,Nanalnagar X Road,,MehndipatnamNIL",HYDERABAD,TELANGANA,PPN
Omni Hospital,"Plot No - 20,21,22a,22b,22c, 23 & 24,Balaji Nagar, 
Kukatpally,NIL",HYDERABAD,TELANGANA,PPN
Ozone Hospitals,"11-13-201/33, Green Hills Colony Rd No - 4, Beside Surabhi 
Hotel, Kothapet",HYDERABAD,TELANGANA,PPN
Pace Hospital,"Madhapur, HUDA Techno Enclave, HITEC City",HYDERABAD,TELANGANA,PPN
Pacific Hospital,"237,Road No 36,,Jubilee Hills,Hyderabad",Hyderabad,TELANGANA,PPN
Padmavathi Hospital (Hyderabad),"10-1-80, Near Karmanghat X Roads,Sagar 
Road,Hyderabad,,",Hyderabad,TELANGANA,PPN
Paramitha Childrens Hospital Pvt Ltd,"H No:B & C,In Sy.No:7/D,Ward No: 11,Block No:13,,Green 
Hills Colony Saroor Nagar,,Ranga Reddy,NIL",HYDERABAD,TELANGANA,PPN
Poulomi Hospitals,"Plot No A-2 & B -17,Rukmimipuri Colony,Dr A.S Raogar Main 
Road,,Plot No.A-2 & B-17, Rukminipuri 
Colony,SecunderabadNIL",HYDERABAD,TELANGANA,PPN
Premier Hospital Pvt.Ltd,"#12-2-710,,Gudimalkapur Road, Nanai 
Nagar,,Mehdipatnam,NIL",HYDERABAD,TELANGANA,PPN
"Prime Hospitals (A Unit Of Sree 
Ramachandra Health Services Pvt Ltd)","Plot No. Mig 113 & 114 Road No. 1,,Housing Board 
Colony,,KukatpallyNIL",HYDERABAD,TELANGANA,PPN
Pujitha Hospital,"7-2-1799 / 4a / 2,,Sanathnagar,,Czech Colony",Hyderabad,TELANGANA,PPN
Raghavendra Hospital(Hyderabad),"Ecil 'X' Road,Kamalnagar,Hyderabad",Hyderabad,TELANGANA,PPN
"Rainbow Hospital For Women And 
Childrenrainbow Childrens Medicare Pvt 
Ltd","Plot No. 32 7 33, Survay No.12,,White Field,,KondapurNIL",HYDERABAD,TELANGANA,PPN
Raja Hospital ( Hyderabad ),"Yousufguda Main Rd, Sai Sarathi Nagar,,Padala Ramareddy 
Colony,,Yousufguda,NIL",HYDERABAD,TELANGANA,PPN
Raman Hospital,"6-151/1, Sudharshan Reddy Nagar,,,Behind Bus Stop, 
Chintal,NIL",HYDERABAD,TELANGANA,PPN
Russh Super Speciality Hospital,"Hno.2-181/5/C Suchitra Circle,Nh44,",HYDERABAD,TELANGANA,PPN
S.V.S Hospital,"3-3-67, Old Manjira Hotel,,Chappal Bazar,,Kacheguda",Hyderabad,TELANGANA,PPN
Safe Childrens Hospital,"16-2-741/D/5,Besibe Tv Tower.Moosaram Bagh X Road 
Malakepet,,NIL",HYDERABAD,TELANGANA,PPN
Sai Rajasri Hospitals,"H.No,3-11-48 Opp Homoeopathic Medical College,Near Tv 
Studio Ramanthapur,Hyderabad",Hyderabad,TELANGANA,PPN
Sai Ram Multi Speciality Hospital,"H No. : 7-78/1, Madhura Puri,Konark Theatre Lane, P & T 
Colony Road. (Telangana), Dilsukhnagar,",HYDERABAD,TELANGANA,PPN
Sai Siddhartha Hospital,"Opp. Hanuman Temple Near Raitu Bazar,,HyderabadNIL",HYDERABAD,TELANGANA,PPN
"Sai Vani Hospitals Ltd (A Unit Of Laxmi 
Jaya Hospitals Ltd)","1-2-365/36/6&7,Ramakrishna Math Road,Opp.Indra 
Park,DomalgudaNIL",HYDERABAD,TELANGANA,PPN
Sbr Pulse Hospital,"Plot No. 34, Krishnaveni Nagar,,Gaddiannaram Municipal 
Office,,Saroornagar, Rr. DistNIL",HYDERABAD,TELANGANA,PPN
Shyam Hospital,"Plot No - 52, Panchayat Raj, Teacher Colony.,B.N.Reddy 
Nagar,,HyderabadNIL",HYDERABAD,TELANGANA,PPN
Sigma Hospitals(Hyderabad),"D-No-16-11-740/3/14,Plot No -32,Lane Beside Narayana Jr. 
College,Gaddiannarm X Roads,Dilsukhnagar",Hyderabad,TELANGANA,PPN
"Soumya Hospital For Women And 
Children","Shop No. 12-2-709/C/15 Khadar Bagh Road, Opp Med Plus 
Pharmacy,,Near, Lakshmi Nagar X Roads,Padmanabha 
Nagar Colony,Pillor No:68,Ring, Road,Mehdipatnam,NIL",HYDERABAD,TELANGANA,PPN
Sowmya Children'S Hospital,"Lane N0 23,,Behind Axis Bank,,Sanjeev Reddy Nagar ,",Hyderabad,TELANGANA,PPN
Sowmya Hospital,"# 1-9-49/B/1,,Main Road,,RamnagarNIL",HYDERABAD,TELANGANA,PPN
"Sri Radhika Multispecialty HospitalSri 
Radhika Hospital","#6-208/3/1, Triveni Nagar, Balapur X Roads,,Meerpet, 
Saroornagar Mandal, R.,Hyderabad",HYDERABAD,TELANGANA,PPN
"Sri Sai Ram Hospital, Hyderabad","9-1-364/2/A,,Opp. Bapu Ghat, Langer House,,Hyderabad",Hyderabad,TELANGANA,PPN
"Sri Sri Holistic Hospitals(A Unit Of Sree 
Ramachandra Health Servises Pvt","1-2-49/13 B, Nizampet Road, Hy,Dernagar, Kukatpally, 
Hyderabad,NIL",HYDERABAD,TELANGANA,PPN
"Srikara Hospitals ( A Unit Of SNR Galaxy 
Hospiitals Hyderabad Pvt Ltd)","Plot No 50,Lb Nagar ,Hyderabad,,NIL",HYDERABAD,TELANGANA,PPN
Sunrise Hospitals(Hyderabad),"""4-9-321, Plot No: 4&7, Nh-9"",Hayath Nagar,R.R. Dist",Hyderabad,TELANGANA,PPN
Suraksha Women And Children Hospital,"No. 3-1-21, Anshu Classy, Pet Basheerabad, 
Kompally,Beside Rtao Office.,KompallyNIL",HYDERABAD,TELANGANA,PPN
Susheela Hospital(Hyderabad),"3-3-25/D,Anand Nagar, E-Seva Road,RamankhapurNIL",HYDERABAD,TELANGANA,PPN
Sv Multispeciality Hospital,"H.No. 6-156, Slns Colony,,Balapur X Roads,,Hyd Rr Dist",Hyderabad,TELANGANA,PPN
Tirumala Multi Speciality Hospital,"Plot No 47,Apseb Colony,,Beside Rta Office,,Omkar Nagar 
Sagar RoadNIL",HYDERABAD,TELANGANA,PPN
Udai Omni Hospitals,"5-9-92 / A2, Chapel Road, Nampally, NIL",HYDERABAD,TELANGANA,PPN
Usha Mohan Hospital,"3-4-181/1,Hyderguda,Rajendranagar,Opp. Rta 
Office,,Ranga Reddy",Hyderabad,TELANGANA,PPN
Vijay Marie Hospital,"10-1-673/1,,Kharatabad,",Hyderabad,TELANGANA,PPN
Vijaya Hospital,"41529, S V Nagar, Keesara Main,Rd, Nagaram, 
Secunderabad,NIL",HYDERABAD,TELANGANA,PPN
Vijaya Hospital(Madeenaguda),"1-58/7/3, 3rd Floor Beside ,,St Annes School 
Arch,,MadeenagudaNIL",HYDERABAD,TELANGANA,PPN
Zoi Hospitals,"6-3-1106/1/A, Adj Hsbc Bank, Rajbhavan Road, Somajiguda",HYDERABAD,TELANGANA,PPN
Pulse Hospital,"IDPL, Jeedimetla Main Road, Chandra Nagar, Behind 
Gautami Techno School, Hyderabad, Telangana 
500037Hyderabad",HYDERABAD,TELANGANA,PPN
Sri Ramakrishna Hospital (Hyderabad),"3-2-28/5 & 6, Nimboliodda, Kachiguda 
HyderabadHyderabad",HYDERABAD,TELANGANA,NON PPN
KIMS BIBI Hospital,"16-3-991/1/C Malakpet, Beside Meridian Function Hall 
HyderabadHyderabad",HYDERABAD,TELANGANA,NON PPN
Sri Sai Balaji Hospital,"Plot No 60, L B Nagar, Behind Traffic Ps, 8th Cross, Rock 
Town Street Colony, LB Nagar",HYDERABAD,TELANGANA,PPN
Sahasva Hospital,Manjeera Nagar Main Road SangareddySangareddy,HYDERABAD,TELANGANA,NON PPN
Sri Laxmi Health Care Hospital,"C-84, Mig, Phase-i, Near Vanasthalipuram Complax, 
Vanasthalipuram, Vanasthalipuram, Hyderabad, Telangana 
500070Hyderabad",HYDERABAD,TELANGANA,NON PPN
Zoi Hospitals,"HNo-4-8-149/4/2/1, Opp. Pillar No-145, Attapur",HYDERABAD,TELANGANA,PPN
"Apollo Cradle A Unit Of Apollo Specialty 
Hospital","Dharani Devi Building, Plot No. 565, Road No. 92, Jubilee 
Hills Co-Op Building Society Ltd, Hyderabad, Telangana 
500034Jubilee Hills",HYDERABAD,TELANGANA,PPN
Prerana Hospital,"Sri Ramnagar Colony, Puppalaguda-Manikonda Main 
Road,Manikonda",HYDERABAD,TELANGANA,PPN
Kalyani Hospital,"6-1-69, Bus Stand Road, Sai Nagar, Hanamkonda, 
Telangana 506001Hemakonda",HYDERABAD,TELANGANA,NON PPN
Orchid Hospital,"# 5-3, Sri Sura Lachaiah complex, Saraswathinagar, Railway 
Station Road, KarimnagarKarimnagar",HYDERABAD,TELANGANA,NON PPN
Asian Multi Specialty Hospital,"1-13-127, Borabanda - Allahpur Road, Near Motinagar Cross 
Road, Erragadda, Hyderabad, Telangana 500018Hyderabad",HYDERABAD,TELANGANA,NON PPN
Yashoda Krishna Hospital,"Vidyanagar, Jyothinagar, Karimnagar, Telangana 
505001Karimnagar",HYDERABAD,TELANGANA,NON PPN
"Riya Hospital - A Unit of Vaishnavi 
Research Centre","15/2/63, SVP Road, Beside City Grand Hotel, Warangal",HYDERABAD,TELANGANA,NON PPN
City Hospital,"3-1-334 Beside Civil hospital, Karimnagar, 
TelanganaKarimnagar",HYDERABAD,TELANGANA,NON PPN
Aditya Care Hospital Karimnagar,"3-3-148/1, Beside Civil Hospital Karimnagar",HYDERABAD,TELANGANA,NON PPN
Arunodaya Multi Speciality Hospital,"Sharada Arcade, H.No:3-1-47, P.No:47& 48, Jayadeepika 
Estate, Rajiv Gandhi Nagar, Bachupally, Hyderabad, 
Telangana 500090Hyderabad",HYDERABAD,TELANGANA,PPN
Sunshine Hospital Gachibowli,"7-56/19,Survey No-40,45,46,Dargah Road,LIG Chitrapuri 
Colony, Raidurg, Gachibowli",HYDERABAD,TELANGANA,PPN
Vinn Hospital,"7-1-21, Uma Nagar, Railway Station Road, Begumpet,",HYDERABAD,TELANGANA,PPN
Pavan Sai Hospital,"Plot No 187-188, Road Number 3, Near Reliance Petrol 
Pump, Rock Town Colony, Nagole-LB Nagar Road,",HYDERABAD,TELANGANA,PPN
Germanten Hospitals,"4-8-138/1/B, Opposite pillar no. 150 Main Road, Attapur, 
Rajendra Nagar, KV Ranga Reddy",HYDERABAD,TELANGANA,PPN
AIG Hospitals,"Door No-1-66/AIG/2-5, Survey No-136/1, Gachibowli 
(Village) Serilingampally (Mandal), Rangareddy (Ditrict), 
TelanganaHyderabad",HYDERABAD,TELANGANA,NON PPN
Avis Hospitals,"Plot No 99, Road no 1, Jubilee Hills, Next to Chiranjeevi 
Blood Bank, nil",HYDERABAD,TELANGANA,PPN
Srihitha Hospital,"No - 13-17-87 NR, Opp Pulla Reddy Sweet House, Beside 
Malabar Gold, Chaitanyapuri, Dilsukhnagar",HYDERABAD,TELANGANA,PPN
Sree Lekha Hospital,"H.No.11-1-138,139,140 Near Bhakta Ramadasu 
Kalakshetram, Sri Ram Nagar, Khammam-nil",HYDERABAD,TELANGANA,NON PPN
Sangeetha Hospital,"17, Vidyanagar Road No.1,Pothireddy pally-X Road-5Tesla 
Diagnostics Back Side",HYDERABAD,TELANGANA,NON PPN
Jeevan Hospital,"8-4-21-5, Beside Mega Function Hall, Pavan Puri Colony, 
Karmanghat, Sagar Road,",HYDERABAD,TELANGANA,PPN
Janani Hospitals,"17-2-626/1, Madannapet Main Road,Saidabad,Opp. Success 
School",HYDERABAD,TELANGANA,NON PPN
Ushodaya Hospitals,"8-2-157/1, Shodan Paints Complex,Wyra Road,Khammam",HYDERABAD,TELANGANA,NON PPN
Viswas Multispeciality Hospital,"8-2-77/1, Karmanghat,Champapet,Near Hanuman Temple",HYDERABAD,TELANGANA,NON PPN
