,Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code,Latitude,Longitude,Effective Rating,density
646,Shiva Shakti Multispeciality Hospital,BANGALORE,KARNATAKA,3.3,78.0,"WFRV+97 Bengaluru, Karnataka",12.9409375,77.4906179,1.3567477866659068,4378.0
647,Shreya Hospital(Bang),BANGALORE,KARNATAKA,4.1,726.0,"WFCM+H7 Bengaluru, Karnataka",12.9214375,77.4806179,2.601740560966067,4378.0
648,Shushrusha Hospital,BANGALORE,KARNATAKA,4.0,622.0,"3HXX+V6 Bengaluru, Karnataka",13.0996875,77.5954929,2.475573729158214,4378.0
649,Sita Bhateja Speciality Hospital,Bangalore,KARNATAKA,5.0,1.0,"XHMV+9V Bengaluru, Karnataka",12.9834375,77.5921179,0.2740561845970949,4378.0
650,South City Hospital,BANGALORE,KARNATAKA,4.2,161.0,"WHXJ+V3 Bengaluru, Karnataka",12.9496875,77.5776179,2.04359380552154,4378.0
651,Sparsh Hospital (Bangalore),BANGALORE,KARNATAKA,4.1,228.5,,12.9833125,77.5922429,2.134461682575174,4378.0
652,Sparsh Hospital For Advanced Surgeries,BANGALORE,KARNATAKA,4.7,675.0,"XHMV+8W Bengaluru, Karnataka",12.9833125,77.5922429,2.9587197052943472,4378.0
653,"Sparsh Super Speciality Hospital 
Yeshwanthpur",BANGALORE,KARNATAKA,4.7,11513.0,"2GHV+35 Bengaluru, Karnataka",13.0276875,77.5403679,4.275836721502822,4378.0
654,Sri Lakshmi Hospital,BANGALORE,KARNATAKA,4.5,570.0,,12.9466875,77.6578679,2.7548169612553477,4378.0
655,Sree Venkateshwara Speciality Hospital,Bangalore,KARNATAKA,5.0,1.0,"WMW6+M5 Bengaluru, Karnataka",12.9466875,77.6578679,0.2740561845970949,4378.0
656,"Sree Vijayalakshmi Hospital And Trauma 
Care Centre",Bangalore,KARNATAKA,3.8,92.0,"2JPR+X9 Bengaluru, Karnataka",13.0374375,77.6383679,1.6339780223851317,4378.0
657,Sreenivasa Hospital,Bangalore,KARNATAKA,3.6,146.0,"XHFF+72 Bengaluru, Karnataka",12.9731875,77.5699929,1.7072892137082931,4378.0
658,Sri Maruthi Hospital,BANGALORE,KARNATAKA,3.9,79.0,"XHVF+3M Bengaluru, Karnataka",12.9926875,77.5716179,1.6207353595081877,4378.0
659,Sri Raghavendra Hospital,Bangalore,KARNATAKA,5.0,3.0,,13.0591875,77.5792429,0.6166264153434635,4378.0
660,Sri Sai Krupa Hospital,Bangalore,KARNATAKA,4.5,98.0,"3H5J+MP Bengaluru, Karnataka",13.0591875,77.5792429,1.9754041581873008,4378.0
661,Sri Sai Ram Hospital,BANGALORE,KARNATAKA,4.1,419.0,"VHV9+P8 Bengaluru, Karnataka",12.8943125,77.5657429,2.379383654019988,4378.0
662,"Sri Shankara Cancer Hospital And 
Research Centre",BANGALORE,KARNATAKA,4.1,1019.0,"XH3C+JF Bengaluru, Karnataka",12.9540625,77.5686179,2.738975683531637,4378.0
663,Sri Srinivasa Hospital (Anekal),Bangalore,KARNATAKA,4.4,23.0,"PM5X+Q8 Anekal, Karnataka",12.7094375,77.6957429,1.313677016265961,4378.0
664,Sri Venkateshwara Hospital (Bangalore),Bangalore,KARNATAKA,2.7,71.0,"WJR3+X2 Bengaluru, Karnataka",12.9424375,77.5999929,1.0728475748239426,4378.0
665,Srinivasa Hospital (Hoskote Twon),Bangalore,KARNATAKA,3.0,122.0,"3QFP+J6 Hoskote, Karnataka",13.0740625,77.7829929,1.3584652314831709,4378.0
666,St. Philomena'S Hospital,Bangalore,KARNATAKA,3.7,837.0,"XJ86+4C Bengaluru, Karnataka",12.9653125,77.6084929,2.3931945223877507,4378.0
667,Suguna Hospital,BANGALORE,KARNATAKA,4.7,8150.0,"XHQ6+72 Bengaluru, Karnataka",13.0333125,77.5523679,4.115363212634311,4378.0
668,Sun Orthopaedic Hospital,BANGALORE,KARNATAKA,4.9,1848.0,"2HM3+8X Bengaluru, Karnataka",13.0333125,77.5523679,3.5748844213047293,4378.0
669,"Svastha Hospital ( A Unit Of Jmp Health 
Care Llp)",BANGALORE,KARNATAKA,3.6,1660.0,,12.8806875,77.5817429,2.570113347987252,4378.0
670,T.R.Hospital,Bangalore,KARNATAKA,2.7,110.0,"VHJM+7P Bengaluru, Karnataka",12.8806875,77.5817429,1.188370843856792,4378.0
671,The Life Plus Hospital,BANGALORE,KARNATAKA,4.6,1762.0,"XJGW+8R Bengaluru, Karnataka",12.9758125,77.6444929,3.330163381772248,4378.0
672,Trinity Hospital And Heart Foudation,BANGALORE,KARNATAKA,4.0,351.0,"WHVH+CP Bengaluru, Karnataka",12.9758092,77.6059484,2.249845507114491,4378.0
673,Udhbhava Hospital,Bangalore,KARNATAKA,2.8,220.0,"WGGX+7C Bengaluru, Karnataka",12.9256875,77.5459929,1.4255119568592622,4378.0
674,V Care Hospital,Bangalore,KARNATAKA,2.9,627.0,"2H8W+9W Bengaluru, Karnataka",13.0159375,77.5947429,1.7782409711464449,4378.0
675,V P Magnus Hospital-Bangalore,Bangalore,KARNATAKA,3.6,148.0,"3CR5+5F Nelamangala Town, Karnataka",13.0904375,77.4061179,1.7120979564639098,4378.0
676,Vagus Superspeciality Hospital,BANGALORE,KARNATAKA,4.1,228.5,,12.9245625,77.6144929,2.134461682575174,4378.0
677,Varalakshmi Hospital,Bangalore,KARNATAKA,4.2,285.0,"WJF8+RR Bengaluru, Karnataka",12.9245625,77.6144929,2.2795623194794423,4378.0
678,Vasavi Hospital,BANGALORE,KARNATAKA,4.7,6622.0,"WH36+75 Bengaluru, Karnataka",12.9031875,77.5578679,4.018921924705011,4378.0
679,Vijayanagar Hospital,BANGALORE,KARNATAKA,4.5,2027.0,"XGCP+MV Bengaluru, Karnataka",12.9716875,77.5346179,3.3185661204228567,4378.0
680,Vijayashree Hospitals (Jigani),Bangalore,KARNATAKA,4.4,1044.0,"QJHV+HP Jigani, Karnataka",12.7789375,77.6417429,2.954932964667152,4378.0
681,Vikram Hospital Bengaluru Pvt Ltd,BANGALORE,KARNATAKA,3.5,25.0,,12.9375625,77.5468679,1.0586474570478193,4378.0
682,Vinayaka Hospital (Bangalore),BANGALORE,KARNATAKA,4.1,664.0,"WGQX+2Q Bengaluru, Karnataka",12.9375625,77.5468679,2.5656155574757635,4378.0
683,Vivekananda Hospital(Bannerghatta),Bangalore,KARNATAKA,3.1,96.0,"WJ22+2G Bengaluru, Karnataka",12.9000625,77.5987429,1.3332648263081852,4378.0
684,Yashomati Hospitals Pvt Ltd,BANGALORE,KARNATAKA,4.1,228.5,,13.0149375,77.6329929,2.134461682575174,4378.0
685,"Zion Hospitals And Research Centre Pvt 
Ltd",Bangalore,KARNATAKA,3.7,697.0,"2J7P+X6 Bengaluru, Karnataka",13.0149375,77.6329929,2.3263401695559907,4378.0
686,"Apollo Specialty Hospital(Apollo Hospitals 
Enterprises Ltd) Jayanagar",BANGALORE,KARNATAKA,4.7,10360.0,"WHPM+JP Bengaluru, Karnataka",12.9365625,77.5817429,4.226817554855364,4378.0
687,"Apollo Hospital (A Unit Of Apollo Hospital 
Enterprises Ltd.)",BANGALORE,KARNATAKA,4.7,19353.0,"VHWX+G7 Bengaluru, Karnataka",12.8963125,77.5956179,4.517104855256798,4378.0
688,Sri Ram Hospital,BANGALORE,KARNATAKA,4.7,1894.0,"2M5V+FH Bengaluru, Karnataka",13.0086875,77.6913679,3.437590592433849,4378.0
689,Gangothri Hospital,BANGALORE,KARNATAKA,2.1,230.0,"WJ87+HG Bengaluru, Karnataka",12.9164375,77.6112429,1.0611916558205268,4378.0
690,Marvel Multispecialty Hospital,BANGALORE,KARNATAKA,4.2,1035.0,"WJGP+59 Bengaluru, Karnataka",12.9254375,77.6333679,2.81391262807286,4378.0
691,Sreenagar Hospital,BANGALORE,KARNATAKA,3.4,53.0,"WHV4+P4 Bengaluru, Karnataka",12.9443125,77.5527429,1.2720740887348885,4378.0
692,HK Hospital,BANGALORE,KARNATAKA,4.0,147.0,"WF5H+C9 Bengaluru, Karnataka",12.9085625,77.4758679,1.907281236265681,4378.0
693,Manjunath Hospital,BANGALORE,KARNATAKA,3.9,198.0,"WHXV+8H Bengaluru, Karnataka",12.9483125,77.5913679,1.972028555389496,4378.0
694,Manjushree Hospital,BANGALORE,KARNATAKA,4.4,129.0,"XJM6+2X Bengaluru, Karnataka",12.9825625,77.6098679,2.0484616164943525,4378.0
695,Radhakrishna Multispeciality Hospital,BANGALORE,KARNATAKA,4.0,548.0,"WGRW+96 Bengaluru, Karnataka",12.9409375,77.5429929,2.4255787517849647,4378.0
696,Life Care Hospital,BANGALORE,KARNATAKA,4.4,2044.0,"WJ97+P5 Bengaluru, Karnataka",12.9193125,77.6103679,3.2469282342977035,4378.0
697,Vijayshree Hospital,BANGALORE,KARNATAKA,3.2,355.0,"VH5Q+4P Bengaluru, Karnataka",12.8578125,77.5867429,1.789747686452883,4378.0
698,Vimalalaya Hospital,BANGALORE,KARNATAKA,3.3,566.0,"RMMJ+X4 Bengaluru, Karnataka",12.8349375,77.6777429,1.9996356210531003,4378.0
699,Ayurvaid Hospitals,BANGALORE,KARNATAKA,4.6,759.0,"WJ8P+HG Bengaluru, Karnataka",12.9164375,77.6337429,2.94756578628966,4378.0
700,Sri Lakshmi Multispecialty Hospital,BANGALORE,KARNATAKA,4.5,570.0,,12.9204375,77.5897429,2.7548169612553477,4378.0
701,Mamatha Hospital,BANGALORE,KARNATAKA,3.0,85.0,"WHCR+5W Bengaluru, Karnataka",12.9204375,77.5897429,1.2523541537640583,4378.0
702,Blossom Multispecialty Hospital,BANGALORE,KARNATAKA,3.4,8.0,"VMC5+5Q Bengaluru, Karnataka",12.8704375,77.6568679,0.669912872501814,4378.0
703,Rajshekar Hospital,BANGALORE,KARNATAKA,4.2,951.0,"WH6H+CV Bengaluru, Karnataka",12.9110625,77.5771179,2.778808757521249,4378.0
704,People Tree Hospitals (Raghavendra),BANGALORE,KARNATAKA,4.6,2239.0,"2GR8+X6 Bengaluru, Karnataka",13.0424375,77.5129929,3.439042120914687,4378.0
705,Specialist Hospital,BANGALORE,KARNATAKA,4.4,6565.0,"2J8V+Q7 Bengaluru, Karnataka",13.0169375,77.6406179,3.7542624950140815,4378.0
706,Krishna Hospital,BANGALORE,KARNATAKA,3.3,94.0,"VHJX+95 Bengaluru, Karnataka",12.8809375,77.5953679,1.4169063419834556,4378.0
707,Neighbourhood Hospital Pvt Ltd,BANGALORE,KARNATAKA,3.6,490.0,"VHQJ+QR Bengaluru, Karnataka",12.8894375,77.5794929,2.136438228091449,4378.0
708,Ramaiah Leena Hospital,BANGALORE,KARNATAKA,3.9,183.0,"6PV7+37 Devanahalli, Southegowdanahalli, Karnataka",13.2426875,77.7106179,1.9418176710011463,4378.0
709,SSNMC Super Specialty Hospital,BANGALORE,KARNATAKA,4.1,228.5,,12.9853125,77.5777429,2.134461682575174,4378.0
710,Tathagat Heart Care Centre And Hospital,BANGALORE,KARNATAKA,4.2,33.0,"XHPJ+44 Bengaluru, Karnataka",12.9853125,77.5777429,1.3954491421809183,4378.0
711,Shettys Hospital,BANGALORE,KARNATAKA,3.8,95.0,"VJXC+8H Bengaluru, Karnataka",12.8983125,77.6188679,1.645903167580182,4378.0
712,Family Hospital,BANGALORE,KARNATAKA,3.2,67.0,"2HJ5+W9 Bengaluru, Karnataka",13.0323125,77.5558679,1.2661314259704537,4378.0
713,Astra Super Speciality Hospital,BANGALORE,KARNATAKA,4.8,8332.0,"VHR7+88 Bengaluru, Karnataka",12.8908125,77.5607429,4.214859236554027,4378.0
714,NDR Hospital,BANGALORE,KARNATAKA,3.7,258.0,"3HWH+8P Bengaluru, Karnataka",13.0958125,77.5767429,1.963762653922742,4378.0
715,Shreya Hospital,BANGALORE,KARNATAKA,4.1,726.0,"WFCM+H7 Bengaluru, Karnataka",12.9214375,77.4806179,2.601740560966067,4378.0
716,Bhagwan Mahaveer Jain Hospital,BANGALORE,KARNATAKA,4.5,6220.0,"XHRW+J2 Bengaluru, Karnataka",12.9915625,77.5924929,3.8171359720626383,4378.0
717,Rajmahal Vilas Hospital,BANGALORE,KARNATAKA,3.7,350.0,"2HJG+WQ Bengaluru, Karnataka",13.0323125,77.5743679,2.0749280675536075,4378.0
718,Divakars Speciality Hospital,BANGALORE,KARNATAKA,4.6,813.0,"WH6R+2X Bengaluru, Karnataka",12.9100625,77.5898679,2.978776341161298,4378.0
719,AV Multispeciality Hospital,BANGALORE,KARNATAKA,3.9,580.0,"WGMR+3C Bengaluru, Karnataka",12.9326875,77.5384929,2.3850656167616813,4378.0
720,R K Hospital,BANGALORE,KARNATAKA,4.0,766.0,"WHPM+H8 Bengaluru, Karnataka",12.9364375,77.5807429,2.5577890537907493,4378.0
721,Hamilton Bailey Hospital,BANGALORE,KARNATAKA,4.0,161.0,"WJ2X+8F Bengaluru, Karnataka",12.9008125,77.6461179,1.9430172411562625,4378.0
722,Abhayahasta Multispeciality Hospital,BANGALORE,KARNATAKA,3.6,1150.0,"XMPC+5X Bengaluru, Karnataka",12.9854375,77.6698679,2.439594688653488,4378.0
723,"Bangalore Surgical And Orthopaedic 
Hospital",BANGALORE,KARNATAKA,4.2,275.0,"2JCQ+MC Bengaluru, Karnataka",13.0216875,77.6359929,2.2647867929544256,4378.0
724,Comfort Multispeciality Hospital,BANGALORE,KARNATAKA,3.5,642.0,"XMJH+MX Bengaluru, Karnataka",12.9816875,77.6773679,2.168494379539545,4378.0
725,Janapriya Hospital,BANGALORE,KARNATAKA,3.3,257.0,"2J5V+JC Bengaluru, Karnataka",13.0090625,77.6409929,1.7427952136890077,4378.0
726,"Kanva Multispeciality Hospital (Kanva Sri 
Sai Hospital)",BANGALORE,KARNATAKA,4.6,1263.0,"2G9Q+2P Bengaluru, Karnataka",13.0175625,77.5367429,3.178873018436705,4378.0
727,Motherhood Hospital,BANGALORE,KARNATAKA,4.9,112.0,"3J7X+J5 Bengaluru, Karnataka",13.0640625,77.6453679,2.2211484291191046,4378.0
728,Best Hospital,BANGALORE,KARNATAKA,4.6,4792.0,"XHQV+7P Bengaluru, Karnataka",12.9471867,77.591983,3.78491328682793,4378.0
729,Aster RV Hospital,BANGALORE,KARNATAKA,4.8,13479.0,"WH6P+83 Bengaluru, Karnataka",12.9108125,77.5826179,4.443064487793136,4378.0
730,Aaxis Hospital,BANGALORE,KARNATAKA,3.7,945.0,"2Q44+CP Bengaluru, Karnataka",13.0060625,77.7542429,2.437529466751254,4378.0
731,Pavan Hospital,BANGALORE,KARNATAKA,4.2,200.0,"3HXW+6F Bengaluru, Karnataka",13.0980625,77.5936179,2.1331448902223564,4378.0
732,Motherhood Hospital,BANGALORE,KARNATAKA,4.9,112.0,"3J7X+J5 Bengaluru, Karnataka",13.0640625,77.6453679,2.2211484291191046,4378.0
733,HBS Hospital,BANGALORE,KARNATAKA,3.5,361.0,"XJQ3+PF Bengaluru, Karnataka",12.9893125,77.6011179,1.969741870643393,4378.0
734,Athreya Hospital,BANGALORE,KARNATAKA,3.9,1114.0,"QPV4+RP Bengaluru, Karnataka",12.7945625,77.7042429,2.636353981000635,4378.0
735,Pinnacle Hospital,BANGALORE,KARNATAKA,3.0,1.0,"WHFC+86 Bengaluru, Karnataka",12.9233125,77.5679929,0.1370280922985474,4378.0
736,Prakriya Hospital,BANGALORE,KARNATAKA,4.4,3513.0,"2GW4+CJ Bengaluru, Karnataka",13.0460625,77.5039929,3.482373926451257,4378.0
737,Chiraayu Hospital,BANGALORE,KARNATAKA,4.6,237.0,"2H5V+PX Bengaluru, Karnataka",13.0093125,77.5923679,2.419653133297504,4378.0
738,Atreum Hospital,BANGALORE,KARNATAKA,4.7,2154.0,"WGJ8+X8 Bengaluru, Karnataka",12.9324375,77.5132429,3.497321350144858,4378.0
739,Leelavatti Multispeciality Hospital,BANGALORE,KARNATAKA,4.0,185.0,"XH59+R4 Bengaluru, Karnataka",12.9595625,77.5652429,1.997639052694564,4378.0
740,Mtb Orthopaedic And Trauma Hospital,BANGALORE,KARNATAKA,4.2,152.0,,12.9296875,77.5738679,2.019864577275901,4378.0
741,Digvijaya Hospital,BANGALORE,KARNATAKA,3.6,96.0,"WHHG+VH Bengaluru, Karnataka",12.9296875,77.5738679,1.5593581928335816,4378.0
742,Somayaji Hospital,BANTWAL,KARNATAKA,3.2,69.0,"V2JJ+XQ Mangaluru, Karnataka",12.8824375,75.0293679,1.2753002882024933,457.0
743,Arogya Chidren'S Hospital,Belgaum,KARNATAKA,3.2,71.0,"VG55+MJ Belagavi, Karnataka",15.8591875,74.5064929,1.2842108379671306,356.0
744,Arogya Women'S Hospital,Belgaum,KARNATAKA,4.9,86.0,"RGV5+J5 Belagavi, Karnataka",15.8440625,74.5053679,2.0945033811082663,356.0
745,"Kles Dr.Prabhakar Kore Hospital And 
Medical Research Centre.",Belgaum,KARNATAKA,3.7,1056.0,"VGQ9+7V Belagavi, Karnataka",15.8881875,74.5171179,2.478105825715323,356.0
746,Vijaya Hospital(Belgum),Belgaum,KARNATAKA,3.3,36.0,"VGF7+MP Belagavi, Karnataka",15.8741875,74.5117429,1.1093243572578573,356.0
747,Dakshata Hospital,BELGUAM,KARNATAKA,2.4,7.0,"RGM3+MP Belagavi, Karnataka",15.8341875,74.5017429,0.424787086125497,356.0
748,Yash Hospital Critical Care Centre,BELGUAM,KARNATAKA,3.4,65.0,"VG29+X8 Belagavi, Karnataka",15.8524375,74.5157429,1.3395140058203472,356.0
749,"BHS Lakeview Heart & Super Speciality 
Hospital",BELGUAM,KARNATAKA,3.3,75.0,"RGR5+XV Belagavi, Karnataka",15.8424375,74.5071179,1.344119574028916,356.0
750,Venugram Hospital,BELGUAM,KARNATAKA,4.2,414.0,"RFGW+8X Belagavi, Karnataka",15.8258125,74.4948679,2.4341165785455603,356.0
751,"Belgaum College Road Multispeciality 
Hospital",BELGUAM,KARNATAKA,4.6,178.0,"VG65+V2 Belagavi, Karnataka",15.8621875,74.5049929,2.290119851716998,356.0
752,Jindal Sanjeevani Hospital,BELLARY,KARNATAKA,3.6,270.0,"5MW5+GH Shankar Hill Town, Karnataka",15.1963125,76.6563679,1.924952590507386,330.0
753,Sree Thirumala Hospital,Bellary,KARNATAKA,3.0,6.0,"5W5Q+G5 Ballari, Karnataka",15.1588125,76.9353679,0.5085156879124626,330.0
754,SR Multispeciality Hospital Subba Rao,BELLARY,KARNATAKA,4.3,218.0,"4WW3+JM Ballari, Karnataka",15.1588125,76.9353679,2.222019067280577,330.0
755,Prayavi Hospital,Bidar,KARNATAKA,3.1,46.0,,17.9186875,77.5054929,1.1112447603153837,312.0
756,Sai Preet Bhalke Vydehi Hospital,BIDAR,KARNATAKA,3.8,189.0,"WG95+F6 Bidar, Karnataka",17.9186875,77.5054929,1.9023234125223216,312.0
757,"Shree Hospital Trauma Neuro And 
Critical Care",BIDAR,KARNATAKA,3.8,129.0,"WG96+P4 Bidar, Karnataka",17.9193125,77.5077429,1.759783117042949,312.0
758,R.K.Choudhary Hospital,Bijapur,KARNATAKA,3.8,124.0,"RPJH+4P Vijayapura, Karnataka",16.8303125,75.7267429,1.7450514044425776,207.0
759,"Shri Ganpatlal Agarwal Memorial Ayush 
Multispeciality Hospital And Research",Bijapur,KARNATAKA,3.9,193.0,"RP5G+9G Vijayapura, Karnataka",16.8084375,75.7237429,1.9622189927309877,207.0
760,"Yashodhara Super Specialty Hospital Pvt 
Ltd",BIJAPUR,KARNATAKA,3.5,35.0,"VPGC+42 Vijayapura, Karnataka",16.8753125,75.7174929,1.1712296343305857,207.0
761,Akki Hospital,BIJAPUR,KARNATAKA,3.4,36.0,,12.8980625,77.6181179,1.1450164300883765,207.0
762,Srushti Hospital,BINAGA,KARNATAKA,3.6,300.0,"VJXC+67 Bengaluru, Karnataka",12.8980625,77.6181179,1.9623129084834232,132.0
763,JSS Hospital,CHAMRAJNAGAR,KARNATAKA,3.1,95.0,,13.3116875,75.7674929,1.3300894703142296,200.0
764,Annapurna Hospital,CHICKMANGALORE,KARNATAKA,4.8,298.0,"8Q6C+M2 Chikkamagaluru, Karnataka",13.3116875,75.7674929,2.6360921789917517,158.0
765,Jeevan Hospital,CHICKMANGALORE,KARNATAKA,3.8,10.0,"H247+Q2 Kadur, Karnataka",13.5569375,76.0099929,0.8321606526151017,158.0
766,Holy Cross Hospital,CHIKMAGALAUR,KARNATAKA,3.5,113.0,"8RQ3+99 Chikkamagaluru, Karnataka",13.3384375,75.8008679,1.570007250022608,158.0
767,KRS Multispeciality Hospital Pvt Ltd,CHIKMAGALAUR,KARNATAKA,4.2,159.0,"8QJF+GW Chikkamagaluru, Karnataka",13.3313125,75.7722429,2.0384366153087883,158.0
768,Ashraya Hospital (Naidu Street),Chikmaglur,KARNATAKA,4.5,2044.0,"8Q8F+85 Chikkamagaluru, Karnataka",13.3158125,75.7703679,3.322279195216953,158.0
769,P. V. S. Hospital,Chitradurga,KARNATAKA,3.7,3.0,,14.2236875,76.3978679,0.4384898953553518,197.0
770,Patanjali Hospital.,Chitradurga,KARNATAKA,4.4,77.0,"6CF2+F5 Chitradurga, Karnataka",14.2236875,76.3978679,1.826294639686179,197.0
771,Deccan Hospital,CHITRADURGA,KARNATAKA,4.5,11.0,,14.4601875,75.9162429,1.0367772418309391,197.0
772,City Central Hospital Pvt Ltd,Davangere,KARNATAKA,3.2,235.0,"FW69+3G Davanagere, Karnataka",14.4601875,75.9162429,1.6597156167698592,370.0
773,Soukhyada Hospital,DAVANGERE,KARNATAKA,4.8,2338.0,"FW59+CF Davanagere, Karnataka",14.4585625,75.9161179,3.6120636305495233,370.0
774,Srushti Speciality Hospital,DAVANGERE,KARNATAKA,4.4,67.0,"CWQF+43 Davanagere, Karnataka",14.4378125,75.9201179,1.7666234780153514,370.0
775,Sanjeevini Hospital,DAVANGERE,KARNATAKA,3.6,22.0,,15.4596875,75.0044929,1.047225071269727,370.0
776,Shreeya Hospital (Dharwad),Dharwad,KARNATAKA,3.4,158.0,"F254+VR Dharwad, Karnataka",15.4596875,75.0044929,1.6350056348115307,434.0
777,Shri Krishna Children Hospital,Dharwad,KARNATAKA,3.1,9.0,"FX2V+89 Dharwad, Karnataka",15.4508125,74.9908679,0.6370420317235396,434.0
778,"Sri Dharmasthala Manjunatheshwara 
College Of Medical Sciences And Hospital",Dharwad,KARNATAKA,4.1,3019.0,"C392+92 Sattur Colony, Dharwad, Karnataka",15.4184375,75.0474929,3.1788711807979277,434.0
779,Spandana Hospital,DHARWAD,KARNATAKA,3.4,77.0,"F222+6W Dharwad, Karnataka",15.4505625,74.9997429,1.395656301996303,434.0
780,Sukh Shanti Super Speciality Hospital S4,GOKAK,KARNATAKA,4.1,38.0,"5R7V+XX Gokak, Karnataka",16.1649375,74.8423679,1.4161955491671936,356.0
781,Sri Sai Krupa Hospital(Gulbarga),Gulbarga,KARNATAKA,3.5,4.0,,17.3389884,76.7577096,0.4882823641201542,233.0
782,Vaatsalya Life Hospital,GULBARGA,KARNATAKA,3.3,70.0,"8RGJ+7H Kalaburagi, Karnataka",17.3389884,76.7577096,1.3219213450926792,233.0
783,Medicare Multispeciality Hospital,GULBARGA,KARNATAKA,3.0,78.0,"8RPV+VM Kalaburagi, Karnataka",17.3371875,76.8416179,1.227178529137254,233.0
784,Patil Hospital,GULBARGA,KARNATAKA,4.3,22.0,"8RMQ+WQ Kalaburagi, Karnataka",17.3348125,76.8368679,1.2641743441011994,233.0
785,Hemavathi Hospital,Hassan,KARNATAKA,3.2,83.0,"236W+5R Hassan, Karnataka",13.0104375,76.0944929,1.332969252746952,261.0
786,Janapriya Hospital And Research Centre,HASSAN,KARNATAKA,3.9,614.0,"2434+MP Hassan, Karnataka",13.0041875,76.1042429,2.406989300501696,261.0
787,Mangala Hospital,HASSAN,KARNATAKA,4.1,314.0,"2435+W3 Hassan, Karnataka",12.3208125,76.6174929,2.262796470664981,261.0
788,"Mani Speciality Hospital And Research 
Institute",Hassan,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,261.0
789,Nagesh Hospital,Hassan,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,261.0
790,Sparsh Hospital,HASSAN,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,261.0
791,Manjunatha Hospital,HASSAN,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,261.0
792,Sanjeevini Cooperative Hospital,HASSAN,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,261.0
793,Dipali Hospital,Hospet,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,240.0
794,Citi Hospital,HOSPET,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,240.0
795,Hebsur Hospital,Hubli,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
796,Jaypriya Hospital,HUBLI,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
797,"Kalghatgi Hospital A Unit Of 
Banashankari Hospitals Pvt Ltd",HUBLI,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
798,Lifeline 24X7 Hi-Tech Icu And Hospital,HUBLI,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
799,"Shakuntala Memorial Hospital And 
Reserach Centre",Hubli,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
800,"Sushruta M. Sp. Hospital & Research 
Centre",HUBLI,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
801,Ashok Hospital,HUBLI,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
802,Dr Hiregoudar Multispeciality Hospital,HUBLI,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
803,Hubli Superspecialty Hospital,HUBLI,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
804,Shivakrupa Hospital & ICU Hubli,HUBLI,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
805,Tatwadarsha Hospital,HUBLI,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
806,Manvi Multispeciality Hospital,HUBLI,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
807,Sanjeevini Speciality Hospital,HUBLI,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
808,Ashoka Hospital,HUBLI,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,434.0
809,Chirayu Hospital,KARWAR,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,132.0
810,Dr Nukapur Hospital,Kolar,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,384.0
811,Rathna Hospital,Kolar,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,384.0
812,St Mary'S Hospital,Kolar,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,384.0
813,Lakshmi Hospital Kolar,KOLAR,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,384.0
814,Gsr Multispeciality Hospital,Koppal,KARNATAKA,4.1,228.5,,12.3208125,76.6174929,2.134461682575174,250.0
815,Sri Manjunatha Hospital,KUNDAPUR,KARNATAKA,3.8,66.0,,12.3208125,76.6174929,1.5108127498651365,304.0
816,Vivus Hospital Pvt Ltd,Madikeri,KARNATAKA,3.8,66.0,,12.3208125,76.6174929,1.5108127498651365,135.0
817,Pragathi Hospital,MANDYA,KARNATAKA,3.8,66.0,,12.3208125,76.6174929,1.5108127498651365,365.0
