Hospital Name,CITY,STATE,Rating,Number of Reviews,Plus Code
"Doctor Today IVF And Multispeciality 
Hospital",FARIDABAD,HARYANA,4.1,539,"98X4+M8 Faridabad, Haryana"
Dr Dilip Hospital,FARIDABAD,HARYANA,4.2,88,"C8J9+VP Faridabad, Haryana"
Shivalik Hospital,FARIDABAD,HARYANA,3.2,222,"F8H6+XF Faridabad, Haryana"
Azad Hospital & Trauma Center,FATEHABAD,HARYANA,4.2,14,"GC8X+97 Fatehabad, Haryana"
Max Hospital Gurgaon,GURGAON,HARYANA,4.5,4043,"F36F+GV Gurugram, Haryana"
Neelkanth Hospital,GURGAON,HARYANA,4.6,2031,"F4M5+83 Gurugram, Haryana"
Sethi Hospital ( Gurgaon),GURGAON,HARYANA,3.5,321,"F24C+J8 Gurugram, Haryana"
Mamta Hospital (Gurgaon),GURGAON,HARYANA,3.4,66,"F29M+RF Gurugram, Haryana"
Aryan Hospital Pvt Ltd,GURGAON,HARYANA,3.6,679,
Tirath Ram Hospital Pvt Ltd(Gurgaon),GURGAON,HARYANA,4.1,520,"F24C+R5 Gurugram, Haryana"
Umkal Hospital,GURGAON,HARYANA,,331,"F3CF+J8 Gurugram, Haryana"
Paras Hospitals Gurgaon,GURGAON,HARYANA,4.8,13800,"F32P+2X Gurugram, Haryana"
Pushpanjali Hospital (Civil Lines),Gurgaon,HARYANA,3.1,207,
Kalyani Hospital Pvt Ltd,GURGAON,HARYANA,,405,"F29V+32 Gurugram, Haryana"
Columbia Asia Hospital (Palam Vihar),GURGAON,HARYANA,4.4,69,"C2QR+97 Gurugram, Haryana"
Ayushman Hospital And Trauma Centre,GURGAON,HARYANA,3.8,49,"C2Q6+57 Gurugram, Haryana"
KK Healthcare Hospital,GURGAON,HARYANA,3.3,205,"F2M9+94 Gurugram, Haryana"
Rockland Hospitals Ltd,GURGAON,HARYANA,3.4,26,P447+5F Delhi
"Metro Hospital And Heart Institute A Unit 
Of Umkal Health Care Pvt Ltd",GURGAON,HARYANA,4.2,331,"F3CF+J8 Gurugram, Haryana"
Anand Multispeciality Hospital,GURGAON,HARYANA,,,
Park Hospital,GURGAON,HARYANA,4.4,69,"C2QR+97 Gurugram, Haryana"
Yashroop Hospital,Gurgaon,HARYANA,4.6,435,"FX7R+HP Gurugram, Haryana"
W Pratiksha Hospital,GURGAON,HARYANA,,,
Mayom Hospital,GURGAON,HARYANA,,,
Narayana Superspeciality Hospital,GURGAON,HARYANA,,,
Sukhda Multispeciality Hospital (Hisar),HISAR,HARYANA,,,
"Shri Moolchand Kidney Hospital And 
Urological Institute",Karnal,HARYANA,,,
Uttam Clinic and Hospital,KARNAL,HARYANA,4.2,13,"M2W4+78 Karnal, Haryana"
City Care Hospital,KARNAL,HARYANA,4.5,34,"MXWR+43 Karnal, Haryana"
Amritdhara Hospital,KARNAL,HARYANA,,,
Park Hospital,KARNAL,HARYANA,4.9,3043,"PXV5+PX Sector 45, Haryana"
Arvind Hospital,KARNAL,HARYANA,4.3,201,
Saraswati Mission Hospital,KURUSHESTRA,HARYANA,3.2,37,"XR8J+H3 Thanesar, Haryana"
Navjeevan Hospital (Nizampur Road),Palwal,HARYANA,5,5,
Cosmos Hospital,PALWAL,HARYANA,4.6,184,"583J+P5 Palwal, Haryana"
Dhawan Hospital,Panchkula,HARYANA,4.7,1024,"PR6X+CR Panchkula, Haryana"
Raffels Hospital,PANCHKULA,HARYANA,4.1,381,"MRJX+MF Panchkula, Haryana"
Alchemist Hospital Ltd Panchkula,PANCHKULA,HARYANA,4.5,4123,"MVF7+RX Panchkula, Haryana"
Ojas Super Specialty Hospital,PANCHKULA,HARYANA,4.5,1403,"MV6J+9R Panchkula, Haryana"
IVY Hospital,PANCHKULA,HARYANA,,,
Paras Hospital,PANCHKULA,HARYANA,4.7,9377,"MVVM+69 Panchkula, Haryana"
D.N.Hospital,Panipat,HARYANA,4.7,342,"9XHC+X5 Panipat, Haryana"
Dr. G.C.Gupta Hospital,PANIPAT,HARYANA,2.8,116,"9XJH+85 Panipat, Haryana"
Park Hospital,Panipat,HARYANA,4.8,5008,"8XMP+2H Sewah, Panipat, Haryana"
Lotus Hospital,PANIPAT,HARYANA,3.6,28,"9XPG+JM Panipat, Haryana"
"Ganga Sahai Multispecialty Hospital Pvt. 
Ltd",Rewari,HARYANA,3.6,58,"5JH8+R2 Rewari, Haryana"
"Metro Umkal Hospital And Heart Institute Dharuhera Chowk,,,RewariNIL",REWARI,HARYANA,4.6,178,"6J2F+CF Rewari, Haryana"
Pushpanjali Hospital,REWARI,HARYANA,3.6,485,"5JHF+QJ Rewari, Haryana"
LifeCare Hospital Rewari,REWARI,HARYANA,3.9,17,"5JWF+63 Rewari, Haryana"
Sunflag Global Hospital,ROHTAK,HARYANA,4.4,240,"VJW5+7H Rohtak, Haryana"
Kainos Super Speciality Hospital,ROHTAK,HARYANA,4.4,1319,"VM28+FP Rohtak, Haryana"
Sanjivani Hospital,SIRSA,HARYANA,4.8,1173,"G2MQ+MP Sirsa, Haryana"
Bansal Hospital,SIRSA,HARYANA,4.9,421,"G2PF+M4 Sirsa, Haryana"
Vinayak Hospital,Sohna,HARYANA,3.9,44,"63WC+4Q Sohna, Haryana"
Nidaan Hospital,SONEPAT,HARYANA,3.3,271,"2395+2M Sonipat, Haryana"
Gaba Hospital,YAMUNA NAGAR,HARYANA,4.3,860,
Rk Gupta Hospital,YAMUNA NAGAR,HARYANA,3,60,"47PW+W8 Yamuna Nagar, Haryana"
Apna Hospital,BILASPUR,HIMACHAL PRADESH,3.9,7,
Vyas Hospital,BILASPUR,HIMACHAL PRADESH,3,166,
Nav Jeevan Hospital,KANGRA,HIMACHAL PRADESH,4.6,357,"V8H7+HX Jawalamukhi, Himachal Pradesh"
Aastha Multispeciality Hospital Mandi,MANDI,HIMACHAL PRADESH,,,
KS Hospital,MANDI,HIMACHAL PRADESH,3.6,48,"PW6G+8V Mandi, Himachal Pradesh"
Banga Associated Hospital,MANDI,HIMACHAL PRADESH,4.7,9,"MW6V+PR Gutkar, Himachal Pradesh"
Malhotra Superspeciality Hospital,Solan,HIMACHAL PRADESH,4,77,"WRXJ+HP Baddi, Himachal Pradesh"
Lord Mahavira Hospital,SOLAN,HIMACHAL PRADESH,,,
Gagan Hospital,SOLAN,HIMACHAL PRADESH,3.6,74,"WRJ2+P3 Baddi, Himachal Pradesh"
"Acharya Shri Chander College Of Medical 
Sciences And Hospital(Ascoms)",JAMMU,JAMMU KASHMIR,3.9,254,QW25+MX Jammu
Jk Medicity Hospital Pvt Ltd,JAMMU,JAMMU KASHMIR,4.2,580,MWX2+M3 Jammu
"Maharishi Dayanand Hospital And 
Medical Research Centre",JAMMU,JAMMU KASHMIR,2.9,87,PVV6+FH Jammu
Bee Enn General Hospital,JAMMU,JAMMU KASHMIR,3.7,384,PRJR+3G Jammu
ASG Hospital Pvt Ltd Srinagar,SRINAGAR,JAMMU KASHMIR,4.8,8032,3QJQ+P4 Srinagar
Modern Hospital,SRINAGAR,JAMMU KASHMIR,3.1,231,3R9J+7J Srinagar
"Shri Mata Vaisno Devi Narayana 
Superspeciality Hospital Katra",SRINAGAR,JAMMU KASHMIR,4.8,9569,WWWX+R2 Katra
Neelam Hospitals Pvt Ltd,BOKARO,JHARKHAND,2.8,85,"J5JM+R4 Bokaro Steel City, Jharkhand"
Shanti Health Care Hospital,Bokaro,JHARKHAND,2.4,11,"J4WM+W6 Bokaro Steel City, Jharkhand"
Sri Sai Hospital,BOKARO,JHARKHAND,3.6,15,
"KM Memorial Hospital & Research Centre Bye Pass Road, Chas, BS CityBokaro",BOKARO,JHARKHAND,2.8,261,"J5MF+3C Bokaro Steel City, Jharkhand"
Shivam Hospital,BOKARO,JHARKHAND,4.2,92,"M4CX+J5 Bokaro Steel City, Jharkhand"
City Hospital(Dugda),BOKARO,JHARKHAND,3.6,7,"P5X2+8W Dugda, Jharkhand"
"Shiv Shakti Hospital And Research Centre ITI More, Puruliya Road, Chas,nil",BOKARO,JHARKHAND,4,7,"J5PC+VV Chas, Jharkhand"
Asarfi Hospital Pvt Ltd,DHANBAD,JHARKHAND,3.7,858,"RCC7+9Q Nawadih, Dhanbad, Jharkhand"
"Asian Dwarkadas Jalan Super Specialty 
Hospital",DHANBAD,JHARKHAND,4,1217,"RC4J+C8 Dhanbad, Jharkhand"
Jimsar Hospital,DHANBAD,JHARKHAND,4.2,17,"RC4W+W2 Dhanbad, Jharkhand"
Asg Hospital Pvt Ltd (Jamshedpur),Jamshedpur,JHARKHAND,4.1,586,"R654+V5 Jamshedpur, Jharkhand"
Kantilal Gandhi Memorial Hospital,JAMSHEDPUR,JHARKHAND,3,188,
"Bhagwan Mahavir Medica Superspecialty 
Hospital",RANCHI,JHARKHAND,4.7,11037,"99WH+95 Ranchi, Jharkhand"
Hill View Hospital And Research Centre,RANCHI,JHARKHAND,4.4,818,"99X2+XQ Ranchi, Jharkhand"
"Kanke General Hospital And Research 
Centre Pvt Ltd",RANCHI,JHARKHAND,3.5,98,"C8JM+2W Kanke, Jharkhand"
"Medanta Abdur Razzaque Ansari 
Memorial Weavers Hospital",RANCHI,JHARKHAND,4.5,5174,"FC2P+7V Ranchi, Jharkhand"
"Summer Hospital And Research Centre 
Pvt Ltd",RANCHI,JHARKHAND,4.8,1890,"8837+2M Ranchi, Jharkhand"
Santevita Hospital,RANCHI,JHARKHAND,4.7,9536,"98CG+8G Ranchi, Jharkhand"
Maa Ram Pyari Superspeciality Hospital,RANCHI,JHARKHAND,4.6,1702,"98RV+8C Ranchi, Jharkhand"
Life Care Hospital,RANCHI,JHARKHAND,4.7,1112,"99WJ+6W Ranchi, Jharkhand"
Gulmohar Hospital,RANCHI,JHARKHAND,3,281,"C94V+C8 Buti, Jharkhand"
Samford Hospital Pvt Ltd,RANCHI,JHARKHAND,4.3,1797,"99H6+9C Ranchi, Jharkhand"
"Shree Jagannath Hospital And Research 
Centre",RANCHI,JHARKHAND,4.1,545,"98JF+X2 Ranchi, Jharkhand"
Daddenavar Hospital,Bagalkot,KARNATAKA,4.9,4214,"5MHR+FC Bagalkote, Karnataka"
Dhanush Hospital,Bagalkot,KARNATAKA,3.3,51,"5MMX+26 Bagalkote, Karnataka"
MS Ramaiah Hospital,BANGALORE,KARNATAKA,,,
Panacea Hospital Ltd Bangalore,BANGALORE,KARNATAKA,,,"WHXW+VV Bengaluru, Karnataka"
Shekhar Hospital,BANGALORE,KARNATAKA,4.4,413,"WHW8+8X Bengaluru, Karnataka"
Hosmat Hospital,BANGALORE,KARNATAKA,4.1,1786,"XJ97+J8 Bengaluru, Karnataka"
Mallya Hospital,BANGALORE,KARNATAKA,,,
Apollo Hospital BG Road,BANGALORE,KARNATAKA,4.7,19354,"VHWX+G7 Bengaluru, Karnataka"
Bangalore Baptist Hospital,Bangalore,KARNATAKA,4.5,9614,"2HPQ+6R Bengaluru, Karnataka"
NU Hospitals,BANGALORE,KARNATAKA,4.8,4363,"WH94+69 Bengaluru, Karnataka"
The Bangalore Hospital,BANGALORE,KARNATAKA,4.2,725,"WHQJ+35 Bengaluru, Karnataka"
Neha Prakash Hospital,BANGALORE,KARNATAKA,4.2,555,
Sapthagiri Hospital,BANGALORE,KARNATAKA,3.2,1187,"3GC2+7X Bengaluru, Karnataka"
Sagar Hospital(Bangalore),BANGALORE,KARNATAKA,4.4,3492,"WH57+6X Bengaluru, Karnataka"
Padmashree Hospital,BANGALORE,KARNATAKA,4,70,"XG5P+82 Bengaluru, Karnataka"
Bhagwan Mahaveer Jain Hospital,BANGALORE,KARNATAKA,4.5,6220,"XHRW+J2 Bengaluru, Karnataka"
Aster Cmi Hospital,BANGALORE,KARNATAKA,4.7,42350,"3H3R+QJ Bengaluru, Karnataka"
Arunodaya Hospital,BANGALORE,KARNATAKA,3,167,"3G45+RC Bengaluru, Karnataka"
Axon Speciality Hospital,BANGALORE,KARNATAKA,3.4,319,"XJFW+HC Bengaluru, Karnataka"
Bharathy Hospital,BANGALORE,KARNATAKA,4.6,738,"XGGM+F3 Bengaluru, Karnataka"
Kusuma Hospital,BANGALORE,KARNATAKA,4.4,1878,"WHR2+Q8 Bengaluru, Karnataka"
Chaitanya Hospital,BANGALORE,KARNATAKA,3.5,237,"2HFV+JP Bengaluru, Karnataka"
Unity Lifeline Hospital (India) Pvt. Ltd,BANGALORE,KARNATAKA,4,797,"XGJ6+Q9 Bengaluru, Karnataka"
Jayashree Multi Speciality Hospital,BANGALORE,KARNATAKA,4.1,1077,"VJJG+MC Bengaluru, Karnataka"
Lakshmi Hospital,BANGALORE,KARNATAKA,3.8,181,"2HFR+WR Bengaluru, Karnataka"
NRR Hospital,BANGALORE,KARNATAKA,3.8,412,"3GF3+2C Bengaluru, Karnataka"
Sundar Hospital,BANGALORE,KARNATAKA,3.7,39,"2J5C+6V Bengaluru, Karnataka"
Eskay Hospital,BANGALORE,KARNATAKA,4.2,628,"3G69+H6 Bengaluru, Karnataka"
"Sakra World Hospital(A Unit Of 
Takshasila Hospital Operating Pvt Ltd)",BANGALORE,KARNATAKA,3.9,6055,"WMJP+Q7 Bengaluru, Karnataka"
Poornima Hospital,BANGALORE,KARNATAKA,3.3,379,"2HGV+HX Bengaluru, Karnataka"
Maruthi Hospital,BANGALORE,KARNATAKA,3.3,382,"XG9R+3G Bengaluru, Karnataka"
Om shakthi Hospital,BANGALORE,KARNATAKA,3.5,166,"4JC7+J2 Bengaluru, Karnataka"
Ashok Hospital,BANGALORE,KARNATAKA,3.7,42,"XGVM+WW Bengaluru, Karnataka"
Garden City Hospital,Bangalore,KARNATAKA,2.9,14,"WHMM+4V Bengaluru, Karnataka"
"Sakaria Hospital (A unit of Sakaria 
Healthcare and Lifestyle Service)",BANGALORE,KARNATAKA,3.2,206,"2JHH+R2 Bengaluru, Karnataka"
Ayurvaid Hospital Ramamurthy Nagar,BANGALORE,KARNATAKA,4.3,264,"2M93+JQ Bengaluru, Karnataka"
People Tree Hospitals @ Chris,BANGALORE,KARNATAKA,4.5,4338,"2GHQ+GQ Bengaluru, Karnataka"
"Motherhood Hospital (A Unit Of Rhea 
Health Care Pvt Ltd)motherhood",BANGALORE,KARNATAKA,4.5,4381,"XJHQ+92 Bengaluru, Karnataka"
Bgs Global Hospital,BANGALORE,KARNATAKA,,,
Ravi Kirloskar Memorial Hospital,BANGALORE,KARNATAKA,3.5,81,"2GQH+C5 Bengaluru, Karnataka"
The Pulse Multi Specialty Hospital,BANGALORE,KARNATAKA,3.9,229,"WGRW+XV Bengaluru, Karnataka"
Yogananda Multispeciality Hospital,BANGALORE,KARNATAKA,4.7,2426,"WH95+5Q Bengaluru, Karnataka"
Chiranjeevi Hospital & Maternity Home,BANGALORE,KARNATAKA,4.3,83,"WHQ2+GR Bengaluru, Karnataka"
"Medihope Super Specialty Hospitals And 
Research Centre Pvt Ltd",BANGALORE,KARNATAKA,3.5,91,"XMFF+9X Bengaluru, Karnataka"
Manasa Trinity Heart Hospital,BANGALORE,KARNATAKA,3,60,
Promed Hospital,BANGALORE,KARNATAKA,3.6,218,"WHH7+QH Bengaluru, Karnataka"
Excel Care Hospital,BANGALORE,KARNATAKA,4.2,600,"WHCF+6C Bengaluru, Karnataka"
Columbia Asia Hospital(Banglore),BANGALORE,KARNATAKA,,,
St JohnS Medical College Hospital,BANGALORE,KARNATAKA,2.7,678,"WJH9+W7 Bengaluru, Karnataka"
Aaxis Super Speciality Hospital,Bangalore,KARNATAKA,3.7,945,"2Q44+CP Bengaluru, Karnataka"
Abhaya Hospital.,BANGALORE,KARNATAKA,3.3,248,"WHWV+GW Bengaluru, Karnataka"
Adarsh Multi Specialty Hospital,Bangalore,KARNATAKA,4.7,53,"XH2G+2J Bengaluru, Karnataka"
"Agadi Hospital And Research 
Centre(Bangalore)",BANGALORE,KARNATAKA,4.2,815,"WHXX+P3 Bengaluru, Karnataka"
Apollo Spectra Hospitals Koramangala,BANGALORE,KARNATAKA,4.6,3993,"WJMC+G3 Bengaluru, Karnataka"
Apple Hospital,Bangalore,KARNATAKA,4,291,"4H3M+HG Bengaluru, Karnataka"
Ashwini Hospital (Bangalore),Bangalore,KARNATAKA,3.6,122,"3HXX+G6 Bengaluru, Karnataka"
"Aveksha Hospital(A Unit Of Aarogya 
Health Care Services)",BANGALORE,KARNATAKA,4.6,3233,"3GJR+P9 Bengaluru, Karnataka"
Beams Hospitals Pvt Ltd,Bangalore,KARNATAKA,1,3,"WJHP+3V Bengaluru, Karnataka"
Bilva Hospital,Bangalore,KARNATAKA,3,111,"XHXJ+H3 Bengaluru, Karnataka"
Bmj Hospital,BANGALORE,KARNATAKA,4.5,6220,"XHRW+J2 Bengaluru, Karnataka"
Brindhavan Arieon Hospital,BANGALORE,KARNATAKA,4.6,2129,"XH59+5M Bengaluru, Karnataka"
Chaya Hospital,Bangalore,KARNATAKA,2.1,360,"2M65+48 Bengaluru, Karnataka"
Chaya Super Speciality Hospital,BANGALORE,KARNATAKA,2.1,360,"2M65+48 Bengaluru, Karnataka"
Chord Road Hospital Pvt.Ltd,BANGALORE,KARNATAKA,3.1,10,"XGCQ+X7 Bengaluru, Karnataka"
Church Of South India Hospital,Bangalore,KARNATAKA,3.9,154,"XJR2+CH Bengaluru, Karnataka"
Columbia Aisa Hospital Pvt.Ltd,BANGALORE,KARNATAKA,4.2,282,"XJFW+GR Bengaluru, Karnataka"
Columbia Asia Hospital Pvt Ltd,BANGALORE,KARNATAKA,4.2,282,"XJFW+GR Bengaluru, Karnataka"
Columbia Asia Hospitals Pvt Ltd,BANGALORE,KARNATAKA,4.2,282,"XJFW+GR Bengaluru, Karnataka"
Columbia Hospital,BANGALORE,KARNATAKA,,,
Cytecare Hospital Pvt Ltd,BANGALORE,KARNATAKA,4.9,6856,"4J95+88 Bengaluru, Karnataka"
DG Hospital,BANGALORE,KARNATAKA,4,283,"WHC5+7W Bengaluru, Karnataka"
Deeksha Hospital,Bangalore,KARNATAKA,4.4,173,"3HXW+7Q Bengaluru, Karnataka"
Deepa Hospital,BANGALORE,KARNATAKA,4,507,"2M6X+VW Bengaluru, Karnataka"
Deepashri Hospital,Bangalore,KARNATAKA,4.4,540,"VH9J+RW Bengaluru, Karnataka"
Devagiri Hospital,Bangalore,KARNATAKA,4.3,383,"WHF8+J8 Bengaluru, Karnataka"
Divine Speciality Hospital,BANGALORE,KARNATAKA,4.4,249,"2J33+HH Bengaluru, Karnataka"
Dr. Agarwal Hospital,Bangalore,KARNATAKA,4.8,3163,"WH85+QP Bengaluru, Karnataka"
Dr. Rudrappa'S Hospital,Bangalore,KARNATAKA,,,
